Gene1,Gene2,Type
g187,g316,+
g371,g316,+
g1085,g316,+
g1091,g316,+
g1481,g316,+
g391,g317,+
g494,g317,+
g609,g317,+
g746,g317,+
g1322,g317,+
g1363,g317,+
g1493,g317,+
g99,g318,+
g127,g318,+
g137,g318,+
g146,g318,+
g247,g318,+
g464,g318,+
g112,g319,+
g217,g319,+
g648,g319,+
g741,g319,+
g851,g319,+
g954,g319,+
g1234,g319,+
g1292,g319,+
g1352,g319,+
g5,g320,+
g230,g320,+
g796,g320,+
g946,g320,+
g778,g321,+
g1419,g321,+
g1478,g321,+
g615,g322,+
g892,g322,+
g1112,g323,+
g1294,g323,+
g1450,g323,+
g28,g324,+
g449,g324,+
g678,g324,+
g69,g325,+
g62,g326,+
g435,g326,+
g815,g326,+
g934,g326,+
g1104,g326,+
g1209,g326,+
g1489,g326,+
g1490,g326,+
g97,g327,+
g162,g327,+
g164,g327,+
g198,g327,+
g329,g327,+
g378,g327,+
g401,g327,+
g468,g327,+
g555,g327,+
g588,g327,+
g731,g327,+
g736,g327,+
g889,g327,+
g969,g327,+
g992,g327,+
g1216,g327,+
g1241,g327,+
g1255,g327,+
g1269,g327,+
g1302,g327,+
g1326,g327,+
g1355,g327,+
g1374,g327,+
g1486,g327,+
g1497,g327,+
g52,g328,+
g70,g328,+
g89,g328,+
g103,g328,+
g117,g328,+
g118,g328,+
g122,g328,+
g186,g328,+
g217,g328,+
g245,g328,+
g250,g328,+
g278,g328,+
g281,g328,+
g282,g328,+
g290,g328,+
g318,g328,+
g326,g328,+
g365,g328,+
g392,g328,+
g403,g328,+
g419,g328,+
g437,g328,+
g463,g328,+
g474,g328,+
g475,g328,+
g484,g328,+
g535,g328,+
g570,g328,+
g634,g328,+
g635,g328,+
g662,g328,+
g680,g328,+
g716,g328,+
g743,g328,+
g766,g328,+
g865,g328,+
g886,g328,+
g906,g328,+
g941,g328,+
g947,g328,+
g976,g328,+
g989,g328,+
g992,g328,+
g1065,g328,+
g1066,g328,+
g1098,g328,+
g1120,g328,+
g1137,g328,+
g1162,g328,+
g1198,g328,+
g1225,g328,+
g1301,g328,+
g1327,g328,+
g1329,g328,+
g1331,g328,+
g1343,g328,+
g1346,g328,+
g1371,g328,+
g1372,g328,+
g1378,g328,+
g1384,g328,+
g1403,g328,+
g1441,g328,+
g1495,g328,+
g494,g329,+
g720,g329,+
g761,g329,+
g1194,g329,+
g75,g330,+
g369,g330,+
g644,g330,+
g849,g330,+
g897,g330,+
g1219,g330,+
g1,g331,+
g6,g331,+
g45,g331,+
g124,g331,+
g129,g331,+
g220,g331,+
g223,g331,+
g291,g331,+
g296,g331,+
g327,g331,+
g360,g331,+
g438,g331,+
g447,g331,+
g457,g331,+
g463,g331,+
g488,g331,+
g542,g331,+
g634,g331,+
g721,g331,+
g755,g331,+
g769,g331,+
g809,g331,+
g889,g331,+
g906,g331,+
g998,g331,+
g1075,g331,+
g1080,g331,+
g1090,g331,+
g1119,g331,+
g1130,g331,+
g1147,g331,+
g1153,g331,+
g1238,g331,+
g1285,g331,+
g1371,g331,+
g1391,g331,+
g1442,g331,+
g1444,g331,+
g1452,g331,+
g1466,g331,+
g1488,g331,+
g141,g332,+
g400,g332,+
g992,g332,+
g1142,g332,+
g1273,g332,+
g1471,g332,+
g413,g333,+
g706,g333,+
g1210,g333,+
g667,g334,+
g693,g334,+
g776,g334,+
g1,g335,+
g17,g335,+
g125,g335,+
g173,g335,+
g206,g335,+
g238,g335,+
g526,g335,+
g732,g335,+
g891,g335,+
g1381,g335,+
g245,g336,+
g1098,g336,+
g1433,g336,+
g618,g337,+
g631,g337,+
g909,g337,+
g1018,g337,+
g1131,g338,+
g21,g339,+
g94,g339,+
g130,g339,+
g257,g339,+
g323,g339,+
g422,g339,+
g879,g339,+
g1221,g339,+
g427,g340,+
g447,g340,+
g609,g340,+
g674,g340,+
g752,g340,+
g873,g340,+
g902,g340,+
g918,g340,+
g940,g340,+
g1095,g340,+
g1139,g340,+
g1179,g340,+
g1184,g340,+
g1254,g340,+
g1348,g340,+
g13,g341,+
g318,g341,+
g454,g341,+
g573,g341,+
g705,g341,+
g777,g341,+
g783,g341,+
g805,g341,+
g806,g341,+
g852,g341,+
g929,g341,+
g1056,g341,+
g1223,g341,+
g1306,g341,+
g394,g342,+
g553,g342,+
g670,g342,+
g812,g342,+
g1186,g342,+
g1225,g342,+
g1281,g342,+
g1302,g342,+
g1451,g342,+
g26,g343,+
g227,g343,+
g570,g343,+
g611,g343,+
g824,g343,+
g1091,g343,+
g1210,g343,+
g1234,g343,+
g1239,g343,+
g1296,g343,+
g1403,g343,+
g181,g344,+
g922,g344,+
g1395,g344,+
g1415,g344,+
g307,g345,+
g364,g345,+
g371,g345,+
g817,g345,+
g1014,g345,+
g1210,g345,+
g1215,g345,+
g72,g346,+
g95,g346,+
g127,g346,+
g175,g346,+
g286,g346,+
g359,g346,+
g438,g346,+
g464,g346,+
g525,g346,+
g563,g346,+
g646,g346,+
g667,g346,+
g712,g346,+
g786,g346,+
g801,g346,+
g854,g346,+
g900,g346,+
g908,g346,+
g940,g346,+
g993,g346,+
g998,g346,+
g1018,g346,+
g1028,g346,+
g1069,g346,+
g1223,g346,+
g1226,g346,+
g1291,g346,+
g1305,g346,+
g1329,g346,+
g1359,g346,+
g1387,g346,+
g1500,g346,+
g1384,g347,+
g1056,g348,+
g95,g350,+
g487,g350,+
g915,g350,+
g967,g350,+
g1396,g350,+
g327,g351,+
g337,g351,+
g1326,g351,+
g1491,g351,+
g17,g352,+
g40,g352,+
g41,g352,+
g76,g352,+
g80,g352,+
g98,g352,+
g103,g352,+
g124,g352,+
g206,g352,+
g217,g352,+
g221,g352,+
g226,g352,+
g231,g352,+
g233,g352,+
g237,g352,+
g238,g352,+
g240,g352,+
g242,g352,+
g243,g352,+
g256,g352,+
g271,g352,+
g282,g352,+
g284,g352,+
g295,g352,+
g301,g352,+
g311,g352,+
g314,g352,+
g322,g352,+
g331,g352,+
g337,g352,+
g366,g352,+
g374,g352,+
g385,g352,+
g398,g352,+
g400,g352,+
g429,g352,+
g445,g352,+
g447,g352,+
g458,g352,+
g459,g352,+
g470,g352,+
g471,g352,+
g525,g352,+
g537,g352,+
g556,g352,+
g575,g352,+
g578,g352,+
g592,g352,+
g632,g352,+
g642,g352,+
g653,g352,+
g662,g352,+
g681,g352,+
g685,g352,+
g702,g352,+
g748,g352,+
g755,g352,+
g757,g352,+
g766,g352,+
g775,g352,+
g840,g352,+
g927,g352,+
g943,g352,+
g952,g352,+
g962,g352,+
g966,g352,+
g973,g352,+
g984,g352,+
g1005,g352,+
g1019,g352,+
g1059,g352,+
g1100,g352,+
g1107,g352,+
g1119,g352,+
g1130,g352,+
g1142,g352,+
g1151,g352,+
g1167,g352,+
g1176,g352,+
g1197,g352,+
g1267,g352,+
g1272,g352,+
g1295,g352,+
g1389,g352,+
g1390,g352,+
g1399,g352,+
g1403,g352,+
g1426,g352,+
g1435,g352,+
g1439,g352,+
g1441,g352,+
g1450,g352,+
g1483,g352,+
g1495,g352,+
g58,g353,+
g271,g353,+
g634,g353,+
g753,g353,+
g883,g353,+
g982,g353,+
g1017,g353,+
g1118,g353,+
g1133,g353,+
g1302,g353,+
g1453,g353,+
g110,g354,+
g228,g354,+
g365,g354,+
g457,g354,+
g531,g354,+
g557,g354,+
g664,g354,+
g690,g354,+
g719,g354,+
g763,g354,+
g803,g354,+
g815,g354,+
g967,g354,+
g995,g354,+
g1026,g354,+
g1060,g354,+
g1105,g354,+
g1136,g354,+
g1251,g354,+
g1318,g354,+
g1336,g354,+
g1478,g354,+
g234,g355,+
g377,g355,+
g553,g355,+
g601,g355,+
g609,g355,+
g616,g355,+
g659,g355,+
g660,g355,+
g724,g355,+
g758,g355,+
g944,g355,+
g982,g355,+
g1026,g355,+
g1240,g355,+
g1419,g355,+
g56,g356,+
g476,g356,+
g493,g356,+
g501,g356,+
g545,g356,+
g1295,g356,+
g754,g357,+
g1252,g357,+
g1453,g357,+
g1499,g357,+
g735,g358,+
g797,g358,+
g841,g358,+
g7,g359,+
g23,g359,+
g52,g359,+
g350,g359,+
g410,g359,+
g426,g359,+
g499,g359,+
g507,g359,+
g545,g359,+
g581,g359,+
g692,g359,+
g739,g359,+
g833,g359,+
g876,g359,+
g923,g359,+
g991,g359,+
g1044,g359,+
g1388,g359,+
g1471,g359,+
g425,g360,+
g541,g360,+
g23,g361,+
g65,g361,+
g74,g361,+
g146,g361,+
g151,g361,+
g196,g361,+
g198,g361,+
g247,g361,+
g263,g361,+
g510,g361,+
g763,g361,+
g833,g361,+
g889,g361,+
g916,g361,+
g917,g361,+
g960,g361,+
g1014,g361,+
g1052,g361,+
g1096,g361,+
g1116,g361,+
g1183,g361,+
g1479,g361,+
g52,g362,+
g105,g362,+
g195,g362,+
g198,g362,+
g249,g362,+
g414,g362,+
g584,g362,+
g594,g362,+
g622,g362,+
g643,g362,+
g758,g362,+
g777,g362,+
g791,g362,+
g825,g362,+
g871,g362,+
g908,g362,+
g1064,g362,+
g1131,g362,+
g1144,g362,+
g1219,g362,+
g1232,g362,+
g1267,g362,+
g1291,g362,+
g1305,g362,+
g1306,g362,+
g1397,g362,+
g1427,g362,+
g1484,g362,+
g248,g363,+
g325,g363,+
g426,g363,+
g618,g363,+
g681,g363,+
g934,g363,+
g1014,g363,+
g1152,g363,+
g1416,g363,+
g1481,g363,+
g466,g364,+
g659,g364,+
g663,g364,+
g990,g364,+
g1327,g364,+
g189,g365,+
g431,g365,+
g1437,g365,+
g66,g366,+
g208,g366,+
g260,g366,+
g427,g366,+
g538,g366,+
g770,g366,+
g1075,g366,+
g1117,g366,+
g1212,g366,+
g1224,g367,+
g90,g368,+
g144,g368,+
g179,g368,+
g237,g368,+
g247,g368,+
g473,g368,+
g492,g368,+
g680,g368,+
g842,g368,+
g1023,g368,+
g1024,g368,+
g1197,g368,+
g1253,g368,+
g1473,g368,+
g418,g369,+
g568,g369,+
g39,g370,+
g53,g370,+
g112,g370,+
g136,g370,+
g249,g370,+
g302,g370,+
g658,g370,+
g783,g370,+
g784,g370,+
g1219,g370,+
g1231,g370,+
g1282,g370,+
g1317,g370,+
g1335,g370,+
g1342,g370,+
g1417,g370,+
g237,g371,+
g414,g371,+
g671,g371,+
g1010,g371,+
g1162,g371,+
g1212,g371,+
g1283,g371,+
g1290,g371,+
g91,g372,+
g173,g372,+
g185,g372,+
g555,g372,+
g635,g372,+
g636,g372,+
g663,g372,+
g799,g372,+
g933,g372,+
g943,g372,+
g1073,g372,+
g1375,g372,+
g618,g373,+
g807,g373,+
g1151,g373,+
g1397,g373,+
g1498,g373,+
g202,g374,+
g634,g374,+
g660,g374,+
g919,g374,+
g1032,g374,+
g99,g375,+
g814,g375,+
g815,g375,+
g1401,g375,+
g1428,g375,+
g82,g376,+
g308,g376,+
g510,g376,+
g526,g376,+
g720,g376,+
g770,g376,+
g1082,g376,+
g1145,g376,+
g1349,g376,+
g21,g377,+
g268,g377,+
g496,g377,+
g773,g377,+
g778,g377,+
g826,g377,+
g923,g377,+
g1021,g377,+
g1193,g377,+
g1251,g377,+
g1416,g377,+
g1441,g377,+
g1445,g377,+
g1461,g377,+
g187,g378,+
g196,g378,+
g430,g378,+
g575,g378,+
g580,g378,+
g833,g378,+
g836,g378,+
g898,g378,+
g1210,g378,+
g1390,g378,+
g1465,g378,+
g1486,g378,+
g939,g379,+
g1050,g379,+
g1418,g379,+
g81,g380,+
g202,g380,+
g811,g380,+
g1006,g380,+
g1231,g380,+
g1271,g380,+
g20,g381,+
g57,g381,+
g122,g381,+
g130,g381,+
g192,g381,+
g225,g381,+
g295,g381,+
g301,g381,+
g350,g381,+
g356,g381,+
g404,g381,+
g433,g381,+
g436,g381,+
g508,g381,+
g516,g381,+
g524,g381,+
g560,g381,+
g602,g381,+
g675,g381,+
g696,g381,+
g710,g381,+
g738,g381,+
g739,g381,+
g742,g381,+
g750,g381,+
g781,g381,+
g815,g381,+
g824,g381,+
g874,g381,+
g879,g381,+
g889,g381,+
g891,g381,+
g922,g381,+
g932,g381,+
g942,g381,+
g983,g381,+
g993,g381,+
g1002,g381,+
g1040,g381,+
g1144,g381,+
g1149,g381,+
g1161,g381,+
g1163,g381,+
g1172,g381,+
g1193,g381,+
g1216,g381,+
g1234,g381,+
g1317,g381,+
g1359,g381,+
g1389,g381,+
g1440,g381,+
g1475,g381,+
g1485,g381,+
g1492,g381,+
g1500,g381,+
g365,g382,+
g512,g382,+
g661,g382,+
g676,g382,+
g977,g382,+
g1261,g382,+
g1280,g382,+
g1326,g382,+
g68,g384,+
g78,g384,+
g79,g384,+
g93,g384,+
g152,g384,+
g191,g384,+
g316,g384,+
g385,g384,+
g638,g384,+
g738,g384,+
g774,g384,+
g876,g384,+
g918,g384,+
g965,g384,+
g968,g384,+
g989,g384,+
g1060,g384,+
g1121,g384,+
g1182,g384,+
g1227,g384,+
g1371,g384,+
g1426,g384,+
g1431,g384,+
g1434,g384,+
g7,g385,+
g36,g385,+
g50,g385,+
g51,g385,+
g53,g385,+
g252,g385,+
g254,g385,+
g500,g385,+
g515,g385,+
g601,g385,+
g767,g385,+
g812,g385,+
g834,g385,+
g946,g385,+
g1089,g385,+
g1145,g385,+
g1160,g385,+
g1211,g385,+
g1213,g385,+
g1275,g385,+
g1323,g385,+
g1417,g385,+
g1442,g385,+
g1472,g385,+
g549,g386,+
g719,g387,+
g1425,g387,+
g1477,g387,+
g6,g388,+
g13,g388,+
g28,g388,+
g121,g388,+
g157,g388,+
g160,g388,+
g165,g388,+
g228,g388,+
g283,g388,+
g346,g388,+
g466,g388,+
g480,g388,+
g488,g388,+
g521,g388,+
g579,g388,+
g624,g388,+
g679,g388,+
g680,g388,+
g690,g388,+
g701,g388,+
g725,g388,+
g829,g388,+
g837,g388,+
g893,g388,+
g900,g388,+
g905,g388,+
g919,g388,+
g938,g388,+
g985,g388,+
g1021,g388,+
g1046,g388,+
g1059,g388,+
g1070,g388,+
g1071,g388,+
g1135,g388,+
g1154,g388,+
g1177,g388,+
g1239,g388,+
g1252,g388,+
g1260,g388,+
g1299,g388,+
g1369,g388,+
g1400,g388,+
g1439,g388,+
g1467,g388,+
g1493,g388,+
g1499,g388,+
g46,g389,+
g1413,g389,+
g32,g390,+
g587,g390,+
g1184,g390,+
g1187,g390,+
g1417,g390,+
g1493,g390,+
g192,g391,+
g1349,g391,+
g120,g392,+
g286,g392,+
g304,g392,+
g329,g392,+
g534,g392,+
g677,g392,+
g742,g392,+
g748,g392,+
g968,g392,+
g1188,g392,+
g1347,g392,+
g1382,g392,+
g1410,g392,+
g1420,g392,+
g1433,g392,+
g1499,g392,+
g1198,g393,+
g1268,g393,+
g1383,g393,+
g89,g394,+
g96,g394,+
g229,g394,+
g320,g394,+
g717,g394,+
g759,g394,+
g880,g394,+
g1125,g394,+
g1240,g394,+
g1429,g394,+
g1479,g394,+
g1023,g395,+
g1082,g395,+
g1166,g395,+
g1177,g395,+
g1326,g395,+
g128,g396,+
g339,g396,+
g344,g396,+
g481,g396,+
g537,g396,+
g568,g396,+
g603,g396,+
g648,g396,+
g758,g396,+
g779,g396,+
g810,g396,+
g1019,g396,+
g1067,g396,+
g1147,g396,+
g1288,g396,+
g1355,g396,+
g1483,g396,+
g13,g397,+
g44,g397,+
g253,g397,+
g314,g397,+
g358,g397,+
g460,g397,+
g467,g397,+
g478,g397,+
g481,g397,+
g495,g397,+
g554,g397,+
g799,g397,+
g827,g397,+
g868,g397,+
g870,g397,+
g884,g397,+
g899,g397,+
g947,g397,+
g990,g397,+
g1047,g397,+
g1050,g397,+
g1080,g397,+
g1081,g397,+
g1103,g397,+
g1153,g397,+
g1187,g397,+
g1232,g397,+
g1290,g397,+
g1292,g397,+
g1319,g397,+
g1325,g397,+
g1344,g397,+
g1467,g397,+
g1480,g397,+
g11,g398,+
g17,g398,+
g20,g398,+
g32,g398,+
g70,g398,+
g80,g398,+
g101,g398,+
g119,g398,+
g127,g398,+
g131,g398,+
g149,g398,+
g163,g398,+
g189,g398,+
g193,g398,+
g194,g398,+
g197,g398,+
g203,g398,+
g211,g398,+
g216,g398,+
g217,g398,+
g238,g398,+
g251,g398,+
g257,g398,+
g266,g398,+
g268,g398,+
g277,g398,+
g292,g398,+
g305,g398,+
g310,g398,+
g317,g398,+
g322,g398,+
g325,g398,+
g335,g398,+
g343,g398,+
g344,g398,+
g347,g398,+
g348,g398,+
g364,g398,+
g374,g398,+
g380,g398,+
g388,g398,+
g393,g398,+
g406,g398,+
g414,g398,+
g423,g398,+
g429,g398,+
g438,g398,+
g443,g398,+
g460,g398,+
g470,g398,+
g482,g398,+
g491,g398,+
g499,g398,+
g507,g398,+
g543,g398,+
g547,g398,+
g551,g398,+
g558,g398,+
g565,g398,+
g573,g398,+
g576,g398,+
g580,g398,+
g590,g398,+
g600,g398,+
g631,g398,+
g644,g398,+
g670,g398,+
g693,g398,+
g716,g398,+
g737,g398,+
g743,g398,+
g753,g398,+
g763,g398,+
g775,g398,+
g796,g398,+
g798,g398,+
g807,g398,+
g808,g398,+
g825,g398,+
g829,g398,+
g831,g398,+
g833,g398,+
g836,g398,+
g844,g398,+
g855,g398,+
g861,g398,+
g891,g398,+
g892,g398,+
g893,g398,+
g894,g398,+
g898,g398,+
g905,g398,+
g909,g398,+
g913,g398,+
g929,g398,+
g954,g398,+
g968,g398,+
g972,g398,+
g986,g398,+
g995,g398,+
g999,g398,+
g1003,g398,+
g1007,g398,+
g1018,g398,+
g1021,g398,+
g1026,g398,+
g1034,g398,+
g1042,g398,+
g1068,g398,+
g1106,g398,+
g1115,g398,+
g1116,g398,+
g1120,g398,+
g1124,g398,+
g1130,g398,+
g1132,g398,+
g1137,g398,+
g1152,g398,+
g1159,g398,+
g1169,g398,+
g1170,g398,+
g1185,g398,+
g1186,g398,+
g1187,g398,+
g1190,g398,+
g1198,g398,+
g1217,g398,+
g1235,g398,+
g1247,g398,+
g1255,g398,+
g1258,g398,+
g1287,g398,+
g1288,g398,+
g1310,g398,+
g1317,g398,+
g1328,g398,+
g1335,g398,+
g1336,g398,+
g1339,g398,+
g1343,g398,+
g1345,g398,+
g1346,g398,+
g1362,g398,+
g1371,g398,+
g1378,g398,+
g1380,g398,+
g1390,g398,+
g1394,g398,+
g1403,g398,+
g1409,g398,+
g1413,g398,+
g1414,g398,+
g1417,g398,+
g1420,g398,+
g1422,g398,+
g1431,g398,+
g1434,g398,+
g1435,g398,+
g1436,g398,+
g1440,g398,+
g1441,g398,+
g1442,g398,+
g1446,g398,+
g1452,g398,+
g1470,g398,+
g1474,g398,+
g1476,g398,+
g1479,g398,+
g1480,g398,+
g1489,g398,+
g1491,g398,+
g1492,g398,+
g1494,g398,+
g1500,g398,+
g186,g399,+
g380,g399,+
g462,g399,+
g666,g399,+
g917,g399,+
g1212,g399,+
g1255,g399,+
g1368,g399,+
g1452,g399,+
g65,g400,+
g353,g400,+
g370,g400,+
g491,g400,+
g566,g400,+
g603,g400,+
g613,g400,+
g693,g400,+
g700,g400,+
g887,g400,+
g1092,g400,+
g1099,g400,+
g1167,g400,+
g1250,g400,+
g1413,g400,+
g20,g401,+
g82,g401,+
g228,g401,+
g339,g401,+
g529,g401,+
g803,g401,+
g820,g401,+
g843,g401,+
g1171,g401,+
g1209,g401,+
g1217,g401,+
g1262,g401,+
g1416,g401,+
g1470,g401,+
g1482,g401,+
g312,g402,+
g439,g402,+
g564,g402,+
g535,g403,+
g245,g404,+
g320,g404,+
g438,g404,+
g1203,g404,+
g1365,g404,+
g1410,g404,+
g1480,g404,+
g1076,g405,+
g1166,g405,+
g1453,g405,+
g785,g406,+
g867,g406,+
g960,g406,+
g1177,g406,+
g1255,g406,+
g257,g407,+
g286,g407,+
g368,g407,+
g422,g407,+
g463,g407,+
g922,g407,+
g992,g407,+
g1149,g407,+
g1187,g407,+
g1230,g407,+
g1339,g407,+
g1399,g407,+
g1433,g407,+
g121,g408,+
g134,g408,+
g627,g408,+
g710,g408,+
g773,g408,+
g895,g408,+
g1103,g408,+
g1150,g408,+
g1168,g408,+
g1294,g408,+
g1337,g408,+
g833,g409,+
g1074,g409,+
g1091,g409,+
g1134,g409,+
g113,g410,+
g153,g410,+
g330,g410,+
g419,g410,+
g433,g410,+
g627,g410,+
g1260,g411,+
g715,g412,+
g919,g412,+
g1103,g412,+
g1212,g412,+
g1495,g412,+
g31,g413,+
g257,g413,+
g261,g413,+
g612,g413,+
g740,g413,+
g771,g413,+
g996,g413,+
g1360,g413,+
g1468,g413,+
g30,g414,+
g70,g414,+
g142,g414,+
g178,g414,+
g276,g414,+
g331,g414,+
g388,g414,+
g498,g414,+
g576,g414,+
g613,g414,+
g701,g414,+
g741,g414,+
g752,g414,+
g875,g414,+
g925,g414,+
g947,g414,+
g957,g414,+
g1028,g414,+
g1108,g414,+
g1115,g414,+
g1175,g414,+
g1236,g414,+
g1245,g414,+
g1254,g414,+
g1335,g414,+
g1419,g414,+
g1435,g414,+
g1460,g414,+
g15,g415,+
g25,g415,+
g39,g415,+
g43,g415,+
g68,g415,+
g201,g415,+
g233,g415,+
g265,g415,+
g311,g415,+
g368,g415,+
g447,g415,+
g453,g415,+
g473,g415,+
g551,g415,+
g639,g415,+
g731,g415,+
g761,g415,+
g800,g415,+
g809,g415,+
g836,g415,+
g856,g415,+
g897,g415,+
g943,g415,+
g1014,g415,+
g1017,g415,+
g1034,g415,+
g1084,g415,+
g1121,g415,+
g1172,g415,+
g1177,g415,+
g1358,g415,+
g1362,g415,+
g1394,g415,+
g1455,g415,+
g1496,g415,+
g145,g416,+
g167,g416,+
g178,g416,+
g1176,g416,+
g1192,g416,+
g1422,g416,+
g1472,g416,+
g5,g417,+
g19,g417,+
g130,g417,+
g205,g417,+
g255,g417,+
g279,g417,+
g398,g417,+
g520,g417,+
g574,g417,+
g619,g417,+
g624,g417,+
g664,g417,+
g727,g417,+
g844,g417,+
g938,g417,+
g964,g417,+
g1070,g417,+
g1322,g417,+
g1416,g417,+
g34,g418,+
g138,g418,+
g218,g418,+
g471,g418,+
g505,g418,+
g666,g418,+
g676,g418,+
g761,g418,+
g768,g418,+
g1188,g418,+
g1199,g418,+
g1368,g418,+
g1401,g418,+
g1441,g418,+
g1470,g418,+
g240,g419,+
g501,g419,+
g536,g419,+
g832,g419,+
g834,g419,+
g1087,g419,+
g1113,g419,+
g1432,g419,+
g184,g420,+
g455,g420,+
g494,g420,+
g552,g420,+
g1325,g420,+
g84,g421,+
g151,g421,+
g330,g421,+
g396,g421,+
g455,g421,+
g485,g421,+
g558,g421,+
g612,g421,+
g786,g421,+
g1078,g421,+
g1081,g421,+
g1150,g421,+
g1161,g421,+
g1243,g421,+
g1295,g421,+
g1338,g421,+
g1375,g421,+
g985,g422,+
g1083,g422,+
g1244,g422,+
g1405,g423,+
g210,g424,+
g274,g424,+
g287,g424,+
g313,g424,+
g446,g424,+
g542,g424,+
g573,g424,+
g712,g424,+
g807,g424,+
g976,g424,+
g1024,g424,+
g1048,g424,+
g1083,g424,+
g1096,g424,+
g1181,g424,+
g1399,g424,+
g543,g425,+
g728,g425,+
g36,g426,+
g490,g426,+
g496,g426,+
g635,g426,+
g785,g426,+
g812,g426,+
g1115,g426,+
g1313,g426,+
g1325,g426,+
g1328,g426,+
g1364,g426,+
g1428,g426,+
g1439,g426,+
g103,g427,+
g828,g427,+
g843,g427,+
g1272,g427,+
g1369,g427,+
g183,g428,+
g225,g428,+
g236,g428,+
g255,g428,+
g336,g428,+
g754,g428,+
g997,g428,+
g1061,g428,+
g1256,g428,+
g1396,g428,+
g1444,g428,+
g94,g429,+
g313,g429,+
g476,g429,+
g1261,g429,+
g1319,g429,+
g7,g430,+
g26,g430,+
g34,g430,+
g41,g430,+
g45,g430,+
g55,g430,+
g84,g430,+
g93,g430,+
g113,g430,+
g134,g430,+
g144,g430,+
g148,g430,+
g151,g430,+
g153,g430,+
g166,g430,+
g172,g430,+
g182,g430,+
g183,g430,+
g186,g430,+
g187,g430,+
g192,g430,+
g196,g430,+
g199,g430,+
g205,g430,+
g225,g430,+
g228,g430,+
g235,g430,+
g238,g430,+
g250,g430,+
g251,g430,+
g259,g430,+
g274,g430,+
g280,g430,+
g341,g430,+
g351,g430,+
g379,g430,+
g382,g430,+
g384,g430,+
g391,g430,+
g398,g430,+
g401,g430,+
g410,g430,+
g429,g430,+
g432,g430,+
g445,g430,+
g450,g430,+
g461,g430,+
g466,g430,+
g492,g430,+
g493,g430,+
g495,g430,+
g501,g430,+
g505,g430,+
g506,g430,+
g529,g430,+
g537,g430,+
g559,g430,+
g601,g430,+
g618,g430,+
g626,g430,+
g630,g430,+
g633,g430,+
g654,g430,+
g674,g430,+
g681,g430,+
g713,g430,+
g718,g430,+
g723,g430,+
g726,g430,+
g727,g430,+
g743,g430,+
g753,g430,+
g759,g430,+
g763,g430,+
g767,g430,+
g773,g430,+
g774,g430,+
g788,g430,+
g791,g430,+
g804,g430,+
g832,g430,+
g852,g430,+
g871,g430,+
g876,g430,+
g879,g430,+
g882,g430,+
g886,g430,+
g894,g430,+
g896,g430,+
g905,g430,+
g925,g430,+
g947,g430,+
g949,g430,+
g962,g430,+
g969,g430,+
g971,g430,+
g975,g430,+
g981,g430,+
g984,g430,+
g991,g430,+
g1001,g430,+
g1005,g430,+
g1025,g430,+
g1027,g430,+
g1048,g430,+
g1055,g430,+
g1063,g430,+
g1068,g430,+
g1075,g430,+
g1081,g430,+
g1091,g430,+
g1092,g430,+
g1100,g430,+
g1108,g430,+
g1116,g430,+
g1124,g430,+
g1130,g430,+
g1139,g430,+
g1142,g430,+
g1143,g430,+
g1163,g430,+
g1173,g430,+
g1188,g430,+
g1191,g430,+
g1203,g430,+
g1212,g430,+
g1215,g430,+
g1219,g430,+
g1222,g430,+
g1242,g430,+
g1243,g430,+
g1263,g430,+
g1288,g430,+
g1289,g430,+
g1298,g430,+
g1309,g430,+
g1312,g430,+
g1330,g430,+
g1334,g430,+
g1337,g430,+
g1351,g430,+
g1364,g430,+
g1367,g430,+
g1373,g430,+
g1376,g430,+
g1385,g430,+
g1386,g430,+
g1399,g430,+
g1405,g430,+
g1407,g430,+
g1412,g430,+
g1419,g430,+
g1435,g430,+
g1436,g430,+
g1440,g430,+
g1441,g430,+
g1444,g430,+
g1461,g430,+
g1466,g430,+
g1467,g430,+
g1468,g430,+
g1469,g430,+
g1470,g430,+
g1472,g430,+
g1478,g430,+
g1479,g430,+
g1491,g430,+
g1495,g430,+
g1500,g430,+
g874,g431,+
g1359,g431,+
g1415,g432,+
g42,g433,+
g515,g433,+
g868,g433,+
g1279,g433,+
g1460,g433,+
g1473,g433,+
g538,g434,+
g692,g434,+
g792,g434,+
g807,g434,+
g893,g434,+
g1213,g434,+
g1252,g434,+
g1280,g434,+
g1341,g434,+
g45,g435,+
g78,g435,+
g81,g435,+
g83,g435,+
g91,g435,+
g120,g435,+
g122,g435,+
g161,g435,+
g218,g435,+
g227,g435,+
g245,g435,+
g246,g435,+
g253,g435,+
g262,g435,+
g266,g435,+
g302,g435,+
g387,g435,+
g456,g435,+
g477,g435,+
g486,g435,+
g493,g435,+
g540,g435,+
g546,g435,+
g558,g435,+
g604,g435,+
g662,g435,+
g666,g435,+
g688,g435,+
g694,g435,+
g718,g435,+
g764,g435,+
g765,g435,+
g776,g435,+
g795,g435,+
g873,g435,+
g876,g435,+
g903,g435,+
g924,g435,+
g966,g435,+
g981,g435,+
g998,g435,+
g1025,g435,+
g1106,g435,+
g1130,g435,+
g1184,g435,+
g1221,g435,+
g1279,g435,+
g1307,g435,+
g1318,g435,+
g1320,g435,+
g1321,g435,+
g1360,g435,+
g1375,g435,+
g1382,g435,+
g1389,g435,+
g1393,g435,+
