Gene1,Gene2,Type
g1063,g359,+
g1073,g359,+
g1232,g359,+
g1293,g359,+
g1467,g359,+
g298,g360,+
g419,g360,+
g502,g360,+
g544,g360,+
g633,g360,+
g635,g360,+
g731,g360,+
g1093,g360,+
g1228,g360,+
g1274,g360,+
g1315,g360,+
g1364,g360,+
g1389,g360,+
g1414,g360,+
g1420,g360,+
g1440,g360,+
g1483,g360,+
g130,g361,+
g192,g361,+
g447,g361,+
g464,g361,+
g594,g361,+
g641,g361,+
g945,g361,+
g1306,g361,+
g1347,g361,+
g1360,g361,+
g1383,g361,+
g1452,g361,+
g101,g362,+
g233,g362,+
g256,g362,+
g297,g362,+
g426,g362,+
g446,g362,+
g527,g362,+
g532,g362,+
g588,g362,+
g713,g362,+
g732,g362,+
g880,g362,+
g909,g362,+
g992,g362,+
g1183,g362,+
g1304,g362,+
g1336,g362,+
g1351,g362,+
g1370,g362,+
g1406,g362,+
g1451,g362,+
g173,g363,+
g175,g363,+
g328,g363,+
g606,g363,+
g849,g363,+
g1331,g363,+
g1364,g363,+
g1486,g363,+
g413,g364,+
g422,g364,+
g620,g364,+
g787,g364,+
g849,g364,+
g1108,g364,+
g1141,g364,+
g1259,g364,+
g1263,g364,+
g1400,g364,+
g1422,g364,+
g1498,g364,+
g3,g365,+
g232,g365,+
g256,g365,+
g338,g365,+
g470,g365,+
g501,g365,+
g618,g365,+
g629,g365,+
g643,g365,+
g876,g365,+
g896,g365,+
g902,g365,+
g1075,g365,+
g1253,g365,+
g1282,g365,+
g1316,g365,+
g160,g366,+
g215,g366,+
g254,g366,+
g261,g366,+
g361,g366,+
g637,g366,+
g731,g366,+
g833,g366,+
g850,g366,+
g928,g366,+
g1188,g366,+
g1263,g366,+
g1311,g366,+
g1321,g366,+
g1358,g366,+
g1391,g366,+
g1418,g366,+
g8,g367,+
g22,g367,+
g253,g367,+
g334,g367,+
g401,g367,+
g431,g367,+
g436,g367,+
g527,g367,+
g562,g367,+
g885,g367,+
g893,g367,+
g968,g367,+
g978,g367,+
g1119,g367,+
g1143,g367,+
g1158,g367,+
g1430,g367,+
g193,g368,+
g260,g368,+
g322,g368,+
g502,g368,+
g531,g368,+
g664,g368,+
g687,g368,+
g949,g368,+
g1165,g368,+
g1244,g368,+
g1250,g368,+
g1347,g368,+
g42,g369,+
g117,g369,+
g130,g369,+
g170,g369,+
g232,g369,+
g405,g369,+
g484,g369,+
g510,g369,+
g713,g369,+
g732,g369,+
g1123,g369,+
g1142,g369,+
g1259,g369,+
g1375,g369,+
g1434,g369,+
g1445,g369,+
g1483,g369,+
g166,g370,+
g447,g370,+
g472,g370,+
g784,g370,+
g946,g370,+
g968,g370,+
g1119,g370,+
g1167,g370,+
g1451,g370,+
g1456,g370,+
g1459,g370,+
g1498,g370,+
g219,g371,+
g257,g371,+
g420,g371,+
g618,g371,+
g967,g371,+
g1003,g371,+
g1121,g371,+
g1256,g371,+
g1298,g371,+
g1361,g371,+
g1460,g371,+
g1485,g371,+
g1496,g371,+
g22,g372,+
g254,g372,+
g459,g372,+
g528,g372,+
g532,g372,+
g580,g372,+
g638,g372,+
g1070,g372,+
g1073,g372,+
g1167,g372,+
g1169,g372,+
g1313,g372,+
g1333,g372,+
g1441,g372,+
g1456,g372,+
g8,g373,+
g260,g373,+
g337,g373,+
g504,g373,+
g508,g373,+
g961,g373,+
g1075,g373,+
g1111,g373,+
g1196,g373,+
g1207,g373,+
g1326,g373,+
g1418,g373,+
g1440,g373,+
g35,g374,+
g144,g374,+
g160,g374,+
g189,g374,+
g215,g374,+
g362,g374,+
g548,g374,+
g855,g374,+
g945,g374,+
g1151,g374,+
g1233,g374,+
g1305,g374,+
g1375,g374,+
g235,g375,+
g320,g375,+
g463,g375,+
g531,g375,+
g548,g375,+
g825,g375,+
g857,g375,+
g917,g375,+
g919,g375,+
g1084,g375,+
g1196,g375,+
g1216,g375,+
g1254,g375,+
g1284,g375,+
g1454,g375,+
g17,g376,+
g603,g376,+
g625,g376,+
g639,g376,+
g792,g376,+
g923,g376,+
g1265,g376,+
g1300,g376,+
g1313,g376,+
g1440,g376,+
g1454,g376,+
g1462,g376,+
g235,g377,+
g413,g377,+
g614,g377,+
g638,g377,+
g731,g377,+
g788,g377,+
g844,g377,+
g901,g377,+
g1105,g377,+
g1302,g377,+
g1316,g377,+
g1326,g377,+
g1343,g377,+
g1422,g377,+
g108,g378,+
g531,g378,+
g535,g378,+
g634,g378,+
g713,g378,+
g906,g378,+
g919,g378,+
g971,g378,+
g1193,g378,+
g1244,g378,+
g1320,g378,+
g320,g379,+
g339,g379,+
g373,g379,+
g725,g379,+
g930,g379,+
g1044,g379,+
g1048,g379,+
g1284,g379,+
g1316,g379,+
g1391,g379,+
g1432,g379,+
g1476,g379,+
g273,g380,+
g400,g380,+
g414,g380,+
g433,g380,+
g700,g380,+
g762,g380,+
g856,g380,+
g885,g380,+
g927,g380,+
g944,g380,+
g1048,g380,+
g1331,g380,+
g1375,g380,+
g1419,g380,+
g1488,g380,+
g1496,g380,+
g138,g381,+
g194,g381,+
g262,g381,+
g327,g381,+
g508,g381,+
g748,g381,+
g839,g381,+
g888,g381,+
g901,g381,+
g1300,g381,+
g1347,g381,+
g1364,g381,+
g82,g382,+
g171,g382,+
g468,g382,+
g519,g382,+
g596,g382,+
g744,g382,+
g820,g382,+
g841,g382,+
g1030,g382,+
g1175,g382,+
g1207,g382,+
g1237,g382,+
g1434,g382,+
g18,g383,+
g58,g383,+
g70,g383,+
g162,g383,+
g272,g383,+
g461,g383,+
g616,g383,+
g642,g383,+
g830,g383,+
g1096,g383,+
g1109,g383,+
g1152,g383,+
g1189,g383,+
g1228,g383,+
g1236,g383,+
g1246,g383,+
g1304,g383,+
g1341,g383,+
g218,g384,+
g223,g384,+
g320,g384,+
g722,g384,+
g1020,g384,+
g1217,g384,+
g96,g385,+
g233,g385,+
g280,g385,+
g432,g385,+
g487,g385,+
g620,g385,+
g621,g385,+
g712,g385,+
g773,g385,+
g781,g385,+
g885,g385,+
g952,g385,+
g1331,g385,+
g1460,g385,+
g1489,g385,+
g1494,g385,+
g75,g386,+
g99,g386,+
g432,g386,+
g500,g386,+
g509,g386,+
g692,g386,+
g747,g386,+
g760,g386,+
g934,g386,+
g1051,g386,+
g1075,g386,+
g1296,g386,+
g1406,g386,+
g1485,g386,+
g21,g387,+
g377,g387,+
g615,g387,+
g635,g387,+
g694,g387,+
g758,g387,+
g764,g387,+
g767,g387,+
g892,g387,+
g919,g387,+
g1097,g387,+
g1433,g387,+
g1476,g387,+
g93,g388,+
g370,g388,+
g412,g388,+
g615,g388,+
g629,g388,+
g740,g388,+
g815,g388,+
g817,g388,+
g1001,g388,+
g1168,g388,+
g1313,g388,+
g1476,g388,+
g181,g389,+
g288,g389,+
g383,g389,+
g432,g389,+
g474,g389,+
g673,g389,+
g677,g389,+
g678,g389,+
g951,g389,+
g1080,g389,+
g1156,g389,+
g1160,g389,+
g1199,g389,+
g1207,g389,+
g1314,g389,+
g1341,g389,+
g1351,g389,+
g1451,g389,+
g1483,g389,+
g177,g390,+
g398,g390,+
g473,g390,+
g804,g390,+
g958,g390,+
g1035,g390,+
g1074,g390,+
g1099,g390,+
g1160,g390,+
g1233,g390,+
g1380,g390,+
g1403,g390,+
g1404,g390,+
g1467,g390,+
g75,g391,+
g118,g391,+
g332,g391,+
g401,g391,+
g532,g391,+
g725,g391,+
g815,g391,+
g1006,g391,+
g1239,g391,+
g1440,g391,+
g1494,g391,+
g56,g392,+
g108,g392,+
g473,g392,+
g504,g392,+
g624,g392,+
g657,g392,+
g681,g392,+
g850,g392,+
g916,g392,+
g991,g392,+
g1020,g392,+
g1037,g392,+
g1059,g392,+
g1136,g392,+
g1175,g392,+
g1181,g392,+
g1215,g392,+
g1298,g392,+
g1361,g392,+
g1375,g392,+
g1389,g392,+
g280,g393,+
g378,g393,+
g465,g393,+
g519,g393,+
g629,g393,+
g679,g393,+
g699,g393,+
g1031,g393,+
g1042,g393,+
g1075,g393,+
g1398,g393,+
g218,g394,+
g379,g394,+
g468,g394,+
g512,g394,+
g561,g394,+
g639,g394,+
g797,g394,+
g880,g394,+
g1116,g394,+
g1156,g394,+
g1404,g394,+
g1491,g394,+
g1494,g394,+
g658,g395,+
g695,g395,+
g798,g395,+
g825,g395,+
g1062,g395,+
g1090,g395,+
g1196,g395,+
g1198,g395,+
g1205,g395,+
g1345,g395,+
g1360,g395,+
g1441,g395,+
g1456,g395,+
g166,g396,+
g242,g396,+
g444,g396,+
g493,g396,+
g711,g396,+
g722,g396,+
g809,g396,+
g997,g396,+
g1086,g396,+
g1314,g396,+
g1325,g396,+
g1441,g396,+
g223,g397,+
g359,g397,+
g399,g397,+
g532,g397,+
g624,g397,+
g771,g397,+
g787,g397,+
g831,g397,+
g870,g397,+
g872,g397,+
g916,g397,+
g1097,g397,+
g1152,g397,+
g1400,g397,+
g1409,g397,+
g8,g398,+
g362,g398,+
g424,g398,+
g447,g398,+
g541,g398,+
g561,g398,+
g870,g398,+
g1027,g398,+
g1048,g398,+
g1073,g398,+
g109,g399,+
g474,g399,+
g658,g399,+
g831,g399,+
g839,g399,+
g867,g399,+
g952,g399,+
g1073,g399,+
g1099,g399,+
g1160,g399,+
g21,g400,+
g150,g400,+
g362,g400,+
g365,g400,+
g467,g400,+
g545,g400,+
g551,g400,+
g573,g400,+
g590,g400,+
g645,g400,+
g705,g400,+
g710,g400,+
g742,g400,+
g892,g400,+
g1018,g400,+
g1157,g400,+
g1315,g400,+
g1414,g400,+
g1489,g400,+
g337,g401,+
g465,g401,+
g559,g401,+
g698,g401,+
g1006,g401,+
g1037,g401,+
g1186,g401,+
g1246,g401,+
g1282,g401,+
g1387,g401,+
g8,g402,+
g18,g402,+
g625,g402,+
g641,g402,+
g657,g402,+
g852,g402,+
g896,g402,+
g1046,g402,+
g1051,g402,+
g1086,g402,+
g1183,g402,+
g1201,g402,+
g1321,g402,+
g1383,g402,+
g1491,g402,+
g45,g403,+
g112,g403,+
g178,g403,+
g288,g403,+
g292,g403,+
g455,g403,+
g472,g403,+
g533,g403,+
g626,g403,+
g664,g403,+
g687,g403,+
g711,g403,+
g725,g403,+
g893,g403,+
g1341,g403,+
g1418,g403,+
g1489,g403,+
g60,g404,+
g112,g404,+
g188,g404,+
g471,g404,+
g530,g404,+
g637,g404,+
g763,g404,+
g845,g404,+
g1027,g404,+
g1380,g404,+
g1391,g404,+
g1452,g404,+
g1478,g404,+
g1486,g404,+
g66,g405,+
g75,g405,+
g188,g405,+
g338,g405,+
g459,g405,+
g578,g405,+
g606,g405,+
g722,g405,+
g885,g405,+
g887,g405,+
g888,g405,+
g898,g405,+
g917,g405,+
g978,g405,+
g1035,g405,+
g1116,g405,+
g26,g406,+
g324,g406,+
g455,g406,+
g470,g406,+
g716,g406,+
g753,g406,+
g915,g406,+
g946,g406,+
g978,g406,+
g1013,g406,+
g1074,g406,+
g1302,g406,+
g1385,g406,+
g1418,g406,+
g1451,g406,+
g16,g407,+
g56,g407,+
g168,g407,+
g198,g407,+
g242,g407,+
g297,g407,+
g321,g407,+
g494,g407,+
g707,g407,+
g911,g407,+
g1006,g407,+
g1045,g407,+
g1158,g407,+
g1193,g407,+
g1254,g407,+
g1273,g407,+
g1302,g407,+
g1320,g407,+
g1421,g407,+
g1456,g407,+
g42,g408,+
g201,g408,+
g635,g408,+
g681,g408,+
g898,g408,+
g1253,g408,+
g170,g409,+
g197,g409,+
g362,g409,+
g446,g409,+
g494,g409,+
g595,g409,+
g713,g409,+
g824,g409,+
g867,g409,+
g945,g409,+
g1098,g409,+
g1137,g409,+
g1385,g409,+
g1400,g409,+
g1432,g409,+
g1449,g409,+
g1467,g409,+
g108,g410,+
g177,g410,+
g188,g410,+
g218,g410,+
g373,g410,+
g436,g410,+
g480,g410,+
g563,g410,+
g658,g410,+
g725,g410,+
g825,g410,+
g867,g410,+
g965,g410,+
g1096,g410,+
g1137,g410,+
g1149,g410,+
g1304,g410,+
g1370,g410,+
g1389,g410,+
g1393,g410,+
g50,g411,+
g246,g411,+
g290,g411,+
g349,g411,+
g414,g411,+
g452,g411,+
g494,g411,+
g536,g411,+
g712,g411,+
g744,g411,+
g1294,g411,+
g1364,g411,+
g1419,g411,+
g1437,g411,+
g1478,g411,+
g118,g412,+
g508,g412,+
g590,g412,+
g637,g412,+
g658,g412,+
g841,g412,+
g844,g412,+
g876,g412,+
g930,g412,+
g1199,g412,+
g1485,g412,+
g35,g413,+
g253,g413,+
g379,g413,+
g422,g413,+
g494,g413,+
g650,g413,+
g774,g413,+
g893,g413,+
g906,g413,+
g945,g413,+
g1178,g413,+
g1183,g413,+
g1343,g413,+
g20,g414,+
g184,g414,+
g377,g414,+
g471,g414,+
g526,g414,+
g555,g414,+
g624,g414,+
g660,g414,+
g916,g414,+
g1207,g414,+
g1284,g414,+
g1341,g414,+
g1361,g414,+
g1422,g414,+
g1433,g414,+
g5,g415,+
g46,g415,+
g104,g415,+
g116,g415,+
g501,g415,+
g589,g415,+
g710,g415,+
g927,g415,+
g930,g415,+
g1018,g415,+
g1045,g415,+
g1090,g415,+
g1300,g415,+
g1325,g415,+
g1445,g415,+
g1483,g415,+
g1485,g415,+
g1498,g415,+
g26,g416,+
g116,g416,+
g173,g416,+
g419,g416,+
g1116,g416,+
g1141,g416,+
g1152,g416,+
g1222,g416,+
g1232,g416,+
g1265,g416,+
g1393,g416,+
g1409,g416,+
g1469,g416,+
g1488,g416,+
g70,g417,+
g130,g417,+
g184,g417,+
g260,g417,+
g370,g417,+
g562,g417,+
g750,g417,+
g773,g417,+
g792,g417,+
g902,g417,+
g1003,g417,+
g1135,g417,+
g1326,g417,+
g1389,g417,+
g50,g418,+
g365,g418,+
g563,g418,+
g710,g418,+
g744,g418,+
g825,g418,+
g880,g418,+
g1207,g418,+
g1235,g418,+
g1462,g418,+
g452,g419,+
g753,g419,+
g807,g419,+
g830,g419,+
g903,g419,+
g911,g419,+
g1178,g419,+
g1253,g419,+
g1336,g419,+
g215,g420,+
g221,g420,+
g422,g420,+
g773,g420,+
g909,g420,+
g974,g420,+
g1144,g420,+
g1165,g420,+
g1273,g420,+
g1404,g420,+
g1462,g420,+
g1476,g420,+
g53,g421,+
g60,g421,+
g108,g421,+
g144,g421,+
g235,g421,+
g322,g421,+
g420,g421,+
g584,g421,+
g784,g421,+
g917,g421,+
g1055,g421,+
g1136,g421,+
g1158,g421,+
g1314,g421,+
g1321,g421,+
g5,g422,+
g141,g422,+
g226,g422,+
g261,g422,+
g273,g422,+
g345,g422,+
g419,g422,+
g742,g422,+
g779,g422,+
g870,g422,+
g1296,g422,+
g1396,g422,+
g45,g423,+
g164,g423,+
g420,g423,+
g530,g423,+
g629,g423,+
g896,g423,+
g1055,g423,+
g1300,g423,+
g1441,g423,+
g1466,g423,+
g116,g424,+
g508,g424,+
g521,g424,+
g579,g424,+
g660,g424,+
g722,g424,+
g726,g424,+
g872,g424,+
g1038,g424,+
g1135,g424,+
g1196,g424,+
g1228,g424,+
g1246,g424,+
g1320,g424,+
g16,g425,+
g66,g425,+
g99,g425,+
g116,g425,+
g251,g425,+
g320,g425,+
g338,g425,+
g484,g425,+
g729,g425,+
g825,g425,+
g892,g425,+
g1134,g425,+
g1163,g425,+
g1256,g425,+
g1321,g425,+
g184,g426,+
g792,g426,+
g815,g426,+
g870,g426,+
g903,g426,+
g916,g426,+
g917,g426,+
g1092,g426,+
g1274,g426,+
g1350,g426,+
g1383,g426,+
g252,g427,+
g480,g427,+
g514,g427,+
g729,g427,+
g1039,g427,+
g1228,g427,+
g1237,g427,+
g1250,g427,+
g1309,g427,+
g1345,g427,+
g1498,g427,+
g139,g428,+
g310,g428,+
g390,g428,+
g422,g428,+
g431,g428,+
g548,g428,+
g554,g428,+
g578,g428,+
g612,g428,+
g620,g428,+
g868,g428,+
g872,g428,+
g944,g428,+
g1400,g428,+
g1410,g428,+
g5,g429,+
g51,g429,+
g201,g429,+
g261,g429,+
g379,g429,+
g480,g429,+
g594,g429,+
g807,g429,+
g809,g429,+
g1073,g429,+
g1276,g429,+
g1345,g429,+
g1419,g429,+
g66,g430,+
g71,g430,+
g252,g430,+
g254,g430,+
g361,g430,+
g366,g430,+
g504,g430,+
g607,g430,+
g625,g430,+
g831,g430,+
g1080,g430,+
g1102,g430,+
g1134,g430,+
g1178,g430,+
g1233,g430,+
g1276,g430,+
g1325,g430,+
g1409,g430,+
g1419,g430,+
g1469,g430,+
g20,g431,+
g39,g431,+
g114,g431,+
g198,g431,+
g276,g431,+
g377,g431,+
g420,g431,+
g426,g431,+
g455,g431,+
g543,g431,+
g590,g431,+
g624,g431,+
g681,g431,+
g767,g431,+
g787,g431,+
g1169,g431,+
g1216,g431,+
g1284,g431,+
g1337,g431,+
g1450,g431,+
g14,g432,+
g203,g432,+
g710,g432,+
g834,g432,+
g925,g432,+
g1013,g432,+
g1072,g432,+
g1222,g432,+
g1348,g432,+
g1356,g432,+
g1414,g432,+
g1460,g432,+
g1496,g432,+
g45,g433,+
g174,g433,+
g326,g433,+
g530,g433,+
g641,g433,+
g712,g433,+
g742,g433,+
g804,g433,+
g1148,g433,+
g1191,g433,+
g1302,g433,+
g1354,g433,+
g1418,g433,+
g1423,g433,+
g35,g434,+
g102,g434,+
g726,g434,+
g729,g434,+
g817,g434,+
g934,g434,+
g960,g434,+
g1030,g434,+
g1189,g434,+
g1420,g434,+
g314,g435,+
g328,g435,+
g510,g435,+
g608,g435,+
g650,g435,+
g820,g435,+
g1144,g435,+
g1349,g435,+
g1363,g435,+
g1441,g435,+
g130,g436,+
g595,g436,+
g699,g436,+
g960,g436,+
g1168,g436,+
g1188,g436,+
g1246,g436,+
g1310,g436,+
g58,g437,+
g101,g437,+
g240,g437,+
g513,g437,+
g666,g437,+
g726,g437,+
g734,g437,+
g863,g437,+
g898,g437,+
g971,g437,+
g1416,g437,+
g1438,g437,+
g25,g438,+
g150,g438,+
g175,g438,+
g254,g438,+
g374,g438,+
g447,g438,+
g528,g438,+
g556,g438,+
g645,g438,+
g751,g438,+
g773,g438,+
g807,g438,+
g824,g438,+
g1099,g438,+
g1235,g438,+
g60,g439,+
g101,g439,+
g292,g439,+
g344,g439,+
g551,g439,+
g639,g439,+
g697,g439,+
g805,g439,+
g838,g439,+
g997,g439,+
g1213,g439,+
g1326,g439,+
g1398,g439,+
g1488,g439,+
g130,g440,+
g306,g440,+
g375,g440,+
g726,g440,+
g761,g440,+
g1205,g440,+
g1233,g440,+
g1289,g440,+
g20,g441,+
g123,g441,+
g326,g441,+
g464,g441,+
g500,g441,+
g614,g441,+
g816,g441,+
g906,g441,+
g916,g441,+
g978,g441,+
g1027,g441,+
g1120,g441,+
g1121,g441,+
g1183,g441,+
g1265,g441,+
g1451,g441,+
g20,g442,+
g34,g442,+
g135,g442,+
g186,g442,+
g252,g442,+
g355,g442,+
g400,g442,+
g508,g442,+
g652,g442,+
g868,g442,+
g903,g442,+
g923,g442,+
g935,g442,+
g1096,g442,+
g1169,g442,+
g1175,g442,+
g1310,g442,+
g1311,g442,+
g1351,g442,+
g1410,g442,+
g1450,g442,+
g16,g443,+
g139,g443,+
g173,g443,+
g241,g443,+
g408,g443,+
g415,g443,+
g767,g443,+
g951,g443,+
g965,g443,+
g1029,g443,+
g1234,g443,+
g1246,g443,+
g1483,g443,+
g4,g444,+
g153,g444,+
g452,g444,+
g513,g444,+
g614,g444,+
g695,g444,+
g779,g444,+
g781,g444,+
g1063,g444,+
g1090,g444,+
g1199,g444,+
g1391,g444,+
g327,g445,+
g428,g445,+
g473,g445,+
g493,g445,+
g502,g445,+
g612,g445,+
g695,g445,+
g915,g445,+
g1095,g445,+
g1155,g445,+
g1265,g445,+
g1496,g445,+
g4,g446,+
g74,g446,+
g186,g446,+
g261,g446,+
g314,g446,+
g457,g446,+
g480,g446,+
g798,g446,+
g840,g446,+
g1109,g446,+
g1135,g446,+
g90,g447,+
g143,g447,+
g186,g447,+
g298,g447,+
g334,g447,+
g633,g447,+
g693,g447,+
g716,g447,+
g958,g447,+
g1092,g447,+
g1105,g447,+
g1441,g447,+
g101,g448,+
g144,g448,+
g197,g448,+
g273,g448,+
g373,g448,+
g399,g448,+
g433,g448,+
g480,g448,+
g643,g448,+
g652,g448,+
g672,g448,+
g1001,g448,+
g1072,g448,+
g1141,g448,+
g1329,g448,+
g1379,g448,+
g1385,g448,+
g1404,g448,+
g1406,g448,+
g1437,g448,+
g1494,g448,+
g31,g449,+
g253,g449,+
g1284,g449,+
g1358,g449,+
g1496,g449,+
g82,g450,+
g213,g450,+
g344,g450,+
g356,g450,+
g387,g450,+
g595,g450,+
g607,g450,+
g718,g450,+
g743,g450,+
g748,g450,+
g774,g450,+
g784,g450,+
g1316,g450,+
g1354,g450,+
g1364,g450,+
g1494,g450,+
g103,g451,+
g650,g451,+
g674,g451,+
g903,g451,+
g967,g451,+
g1061,g451,+
g1190,g451,+
g1232,g451,+
g1274,g451,+
g1289,g451,+
g1483,g451,+
g61,g452,+
g75,g452,+
g257,g452,+
g391,g452,+
g461,g452,+
g528,g452,+
g559,g452,+
g562,g452,+
g764,g452,+
g774,g452,+
g787,g452,+
g876,g452,+
g951,g452,+
g1098,g452,+
g1409,g452,+
g1486,g452,+
g288,g453,+
g457,g453,+
g482,g453,+
g710,g453,+
g925,g453,+
g965,g453,+
g1075,g453,+
g1208,g453,+
g1300,g453,+
g513,g454,+
g520,g454,+
g536,g454,+
g561,g454,+
g674,g454,+
g700,g454,+
g972,g454,+
g991,g454,+
g1099,g454,+
g1225,g454,+
g1313,g454,+
g1467,g454,+
g58,g455,+
g178,g455,+
g413,g455,+
g482,g455,+
g666,g455,+
g698,g455,+
g824,g455,+
g833,g455,+
g872,g455,+
g1121,g455,+
g1236,g455,+
g1404,g455,+
g1413,g455,+
g184,g456,+
g355,g456,+
g362,g456,+
g510,g456,+
g536,g456,+
g545,g456,+
g616,g456,+
g724,g456,+
g1149,g456,+
g1160,g456,+
g1250,g456,+
g1294,g456,+
g1300,g456,+
g1441,g456,+
g1462,g456,+
g1483,g456,+
g34,g457,+
g54,g457,+
g167,g457,+
g201,g457,+
g438,g457,+
g499,g457,+
g651,g457,+
g705,g457,+
g836,g457,+
g846,g457,+
g1151,g457,+
g1181,g457,+
g1190,g457,+
g1304,g457,+
g1387,g457,+
g1388,g457,+
g1400,g457,+
g175,g458,+
g370,g458,+
g376,g458,+
g544,g458,+
g594,g458,+
g637,g458,+
g718,g458,+
g773,g458,+
g776,g458,+
g1198,g458,+
g1215,g458,+
g1273,g458,+
g1304,g458,+
g1488,g458,+
g178,g459,+
g215,g459,+
g401,g459,+
g833,g459,+
g967,g459,+
g986,g459,+
g1134,g459,+
g1135,g459,+
g1349,g459,+
g18,g460,+
g181,g460,+
g219,g460,+
g318,g460,+
g344,g460,+
g391,g460,+
g487,g460,+
g519,g460,+
g695,g460,+
g729,g460,+
g751,g460,+
g753,g460,+
g784,g460,+
g1016,g460,+
g1044,g460,+
g1095,g460,+
g1337,g460,+
g1467,g460,+
g89,g461,+
g177,g461,+
g217,g461,+
g324,g461,+
g396,g461,+
g435,g461,+
g555,g461,+
g670,g461,+
g743,g461,+
g820,g461,+
g890,g461,+
g915,g461,+
g958,g461,+
g1331,g461,+
g1343,g461,+
g59,g462,+
g112,g462,+
g761,g462,+
g1393,g462,+
g1400,g462,+
g1421,g462,+
g1423,g462,+
g170,g463,+
g238,g463,+
g468,g463,+
g521,g463,+
g660,g463,+
g712,g463,+
g872,g463,+
g1208,g463,+
g1387,g463,+
g1406,g463,+
g1452,g463,+
g427,g464,+
g461,g464,+
g562,g464,+
g564,g464,+
g590,g464,+
g870,g464,+
g902,g464,+
g1031,g464,+
g1095,g464,+
g1181,g464,+
g1196,g464,+
g1228,g464,+
g1348,g464,+
g1423,g464,+
g1460,g464,+
g1467,g464,+
g1489,g464,+
g9,g465,+
g139,g465,+
g210,g465,+
g235,g465,+
g314,g465,+
g377,g465,+
g379,g465,+
g562,g465,+
g595,g465,+
g643,g465,+
g694,g465,+
g699,g465,+
g1050,g465,+
g1282,g465,+
g1289,g465,+
g1383,g465,+
g1418,g465,+
g1422,g465,+
g1488,g465,+
g326,g466,+
g385,g466,+
g399,g466,+
g426,g466,+
g468,g466,+
g474,g466,+
g637,g466,+
g716,g466,+
g824,g466,+
g892,g466,+
g909,g466,+
g971,g466,+
g1137,g466,+
g1274,g466,+
g1333,g466,+
g1351,g466,+
g1406,g466,+
g55,g467,+
g93,g467,+
g123,g467,+
g160,g467,+
g548,g467,+
g699,g467,+
g776,g467,+
g868,g467,+
g900,g467,+
g909,g467,+
g1001,g467,+
g1202,g467,+
g1217,g467,+
g1273,g467,+
g1348,g467,+
g32,g468,+
g188,g468,+
g415,g468,+
g435,g468,+
g436,g468,+
g657,g468,+
g852,g468,+
g976,g468,+
g1423,g468,+
g171,g469,+
g192,g469,+
g563,g469,+
g658,g469,+
g688,g469,+
g705,g469,+
g707,g469,+
g774,g469,+
g849,g469,+
g879,g469,+
g1180,g469,+
g1189,g469,+
g1244,g469,+
g1350,g469,+
g1370,g469,+
g189,g470,+
g431,g470,+
g521,g470,+
g606,g470,+
g809,g470,+
g887,g470,+
g975,g470,+
g998,g470,+
g1217,g470,+
g1483,g470,+
g68,g471,+
g123,g471,+
g297,g471,+
g494,g471,+
g541,g471,+
g642,g471,+
g666,g471,+
g692,g471,+
g870,g471,+
g906,g471,+
g998,g471,+
g1123,g471,+
g1454,g471,+
g1478,g471,+
g1483,g471,+
g520,g472,+
g614,g472,+
g618,g472,+
g845,g472,+
g1090,g472,+
g1109,g472,+
g1119,g472,+
g1144,g472,+
g1234,g472,+
g1456,g472,+
g17,g473,+
g375,g473,+
g424,g473,+
g563,g473,+
g697,g473,+
g885,g473,+
g909,g473,+
g1109,g473,+
g1163,g473,+
g1198,g473,+
g1256,g473,+
g1430,g473,+
g1478,g473,+
g124,g474,+
g134,g474,+
g375,g474,+
g458,g474,+
g482,g474,+
g651,g474,+
g712,g474,+
g872,g474,+
g890,g474,+
g1005,g474,+
g1010,g474,+
g1073,g474,+
g1163,g474,+
g1234,g474,+
g1326,g474,+
g1343,g474,+
g1491,g474,+
g4,g475,+
g188,g475,+
g318,g475,+
g433,g475,+
g564,g475,+
g618,g475,+
g650,g475,+
g1042,g475,+
g1237,g475,+
g1454,g475,+
g45,g476,+
g99,g476,+
g118,g476,+
g405,g476,+
g482,g476,+
g568,g476,+
g625,g476,+
g664,g476,+
g771,g476,+
g820,g476,+
g833,g476,+
g841,g476,+
g856,g476,+
g925,g476,+
g935,g476,+
g971,g476,+
g1010,g476,+
g1134,g476,+
g1196,g476,+
g1244,g476,+
g1296,g476,+
g1298,g476,+
g1379,g476,+
g1393,g476,+
g1454,g476,+
g1486,g476,+
g1494,g476,+
g251,g477,+
g293,g477,+
g299,g477,+
g326,g477,+
g400,g477,+
g589,g477,+
g698,g477,+
g925,g477,+
g1039,g477,+
g1177,g477,+
g1246,g477,+
g1311,g477,+
g130,g478,+
g189,g478,+
g524,g478,+
g902,g478,+
g1038,g478,+
g1102,g478,+
g1165,g478,+
g1169,g478,+
g71,g479,+
g167,g479,+
g326,g479,+
g533,g479,+
g543,g479,+
g595,g479,+
g876,g479,+
g887,g479,+
g1044,g479,+
g1092,g479,+
g1119,g479,+
g1234,g479,+
g1349,g479,+
g1383,g479,+
g1489,g479,+
g44,g480,+
g73,g480,+
g102,g480,+
g192,g480,+
g235,g480,+
g589,g480,+
g884,g480,+
g896,g480,+
g1003,g480,+
g1038,g480,+
g1073,g480,+
g1280,g480,+
g1388,g480,+
g1433,g480,+
g15,g481,+
g22,g481,+
g49,g481,+
g290,g481,+
g339,g481,+
g431,g481,+
