Gene  Rule 
g288    ( g53 or g100 or g165 or g263 or g318 or g482 or g483 or g637 or g648 or g792 or g875 or g987 or g1016 or g1050 or g1116 or g1244 or g1245 or g1261 or g1330 or g1419 )
g289    ( g78 or g123 or g130 or g179 or g193 or g206 or g211 or g416 or g439 or g508 or g537 or g605 or g722 or g845 or g1059 or g1112 or g1184 or g1248 or g1295 or g1308 or g1491 )
g290    ( g72 or g96 or g121 or g137 or g200 or g206 or g287 or g340 or g343 or g357 or g490 or g537 or g742 or g746 or g753 or g842 or g909 or g1047 or g1124 or g1221 or g1285 or g1307 or g1326 or g1390 )
g291    ( g19 or g149 or g178 or g205 or g315 or g395 or g467 or g726 or g736 or g761 or g818 or g833 or g865 or g1008 or g1022 or g1105 or g1119 or g1134 or g1208 or g1365 or g1403 or g1451 )
g292    ( g83 or g84 or g385 or g429 or g535 or g575 or g746 or g805 or g840 or g915 or g959 or g1095 or g1108 or g1157 or g1242 or g1280 or g1395 or g1409 )
g293    ( g262 or g298 or g316 or g317 or g321 or g566 or g615 or g624 or g727 or g812 or g1006 or g1099 or g1168 or g1190 or g1194 or g1259 or g1471 )
g294    ( g54 or g128 or g137 or g160 or g208 or g301 or g357 or g361 or g674 or g841 or g986 or g987 or g1045 or g1319 or g1345 or g1426 or g1442 )
g295    ( g91 or g110 or g174 or g374 or g380 or g385 or g417 or g486 or g491 or g500 or g507 or g552 or g600 or g639 or g705 or g745 or g769 or g840 or g888 or g916 or g1035 or g1149 or g1274 or g1356 or g1379 or g1437 or g1443 or g1457 or g1474 )
g296    ( g10 or g54 or g79 or g182 or g249 or g423 or g455 or g517 or g642 or g660 or g720 or g800 or g893 or g1011 or g1054 or g1221 or g1304 or g1321 or g1362 or g1367 or g1436 )
g297    ( g4 or g13 or g86 or g228 or g449 or g450 or g595 or g646 or g952 or g966 or g1004 or g1122 or g1194 or g1212 or g1384 or g1455 or g1467 )
g298    ( g26 or g156 or g169 or g358 or g426 or g466 or g618 or g752 or g757 or g763 or g781 or g870 or g1157 or g1255 or g1288 or g1293 or g1346 or g1412 or g1428 or g1459 or g1477 )
g299    ( g14 or g17 or g114 or g266 or g325 or g481 or g521 or g525 or g576 or g843 or g856 or g897 or g986 or g989 or g1006 or g1047 or g1064 or g1254 or g1255 or g1265 or g1349 or g1367 or g1483 )
g300    ( g84 or g105 or g167 or g171 or g173 or g237 or g276 or g339 or g350 or g352 or g373 or g383 or g526 or g538 or g553 or g578 or g621 or g735 or g741 or g796 or g803 or g829 or g1074 or g1337 or g1361 or g1495 )
g301    ( g68 or g157 or g254 or g303 or g396 or g439 or g857 or g867 or g1131 or g1150 or g1264 or g1265 or g1359 or g1364 )
g302    ( g19 or g70 or g82 or g160 or g247 or g320 or g321 or g358 or g387 or g628 or g735 or g871 or g1113 or g1178 or g1293 or g1365 or g1379 or g1460 )
g303    ( g70 or g101 or g187 or g321 or g370 or g430 or g633 or g800 or g846 or g850 or g855 or g971 or g992 or g1050 or g1346 or g1351 or g1403 or g1486 )
g304    ( g52 or g90 or g121 or g171 or g207 or g374 or g392 or g483 or g534 or g601 or g638 or g731 or g767 or g776 or g822 or g828 or g892 or g957 or g962 or g1014 or g1133 or g1298 or g1373 )
g305    ( g54 or g87 or g126 or g186 or g211 or g213 or g253 or g315 or g319 or g454 or g480 or g485 or g548 or g555 or g716 or g723 or g822 or g823 or g842 or g896 or g1029 or g1091 or g1153 or g1235 or g1303 or g1458 )
g306    ( g105 or g122 or g251 or g275 or g287 or g311 or g559 or g563 or g574 or g670 or g738 or g778 or g838 or g916 or g967 or g1035 or g1101 or g1206 or g1295 or g1344 or g1444 or g1447 )
g307    ( g115 or g121 or g158 or g164 or g276 or g336 or g409 or g445 or g463 or g499 or g564 or g658 or g742 or g931 or g1048 or g1148 or g1203 or g1209 or g1217 or g1271 or g1304 )
g308    ( g41 or g83 or g107 or g154 or g187 or g261 or g420 or g445 or g454 or g501 or g558 or g563 or g632 or g638 or g1147 or g1234 or g1237 or g1401 )
g309    ( g50 or g156 or g198 or g466 or g657 or g685 or g861 or g904 or g1111 or g1349 )
g310    ( g59 or g146 or g295 or g545 or g610 or g613 or g660 or g719 or g726 or g1003 or g1012 or g1015 or g1018 or g1078 or g1095 or g1102 or g1137 or g1354 or g1358 or g1426 )
g311    ( g69 or g106 or g143 or g163 or g250 or g255 or g286 or g305 or g355 or g442 or g483 or g494 or g503 or g574 or g624 or g681 or g701 or g737 or g789 or g822 or g827 or g887 or g898 or g920 or g978 or g1059 or g1066 or g1309 or g1372 or g1386 or g1405 or g1457 )
g312    ( g99 or g114 or g142 or g166 or g204 or g245 or g292 or g348 or g360 or g416 or g464 or g521 or g556 or g637 or g667 or g679 or g680 or g757 or g786 or g846 or g1011 or g1064 or g1078 or g1089 or g1202 or g1243 or g1310 or g1348 or g1349 or g1361 or g1434 or g1495 or g1500 )
g313    ( g80 or g169 or g240 or g268 or g320 or g370 or g399 or g471 or g819 or g842 or g901 or g960 or g992 or g1121 or g1158 or g1205 or g1236 or g1272 or g1400 or g1426 or g1428 or g1442 or g1466 )
g314    ( g148 or g195 or g252 or g425 or g472 or g575 or g609 or g736 or g788 or g849 or g937 or g972 or g1035 or g1294 or g1318 or g1331 or g1381 )
g315    ( g39 or g67 or g125 or g350 or g556 or g571 or g671 or g728 or g1144 or g1244 or g1328 or g1346 or g1436 or g1491 )
g316    ( g25 or g29 or g37 or g79 or g85 or g128 or g355 or g378 or g447 or g521 or g539 or g558 or g567 or g759 or g829 or g961 or g986 or g1016 or g1099 or g1315 or g1408 or g1460 )
g317    ( g123 or g205 or g300 or g309 or g398 or g539 or g602 or g648 or g674 or g709 or g792 or g853 or g922 or g1145 or g1165 or g1202 or g1209 or g1321 or g1411 or g1495 )
g318    ( g48 or g56 or g127 or g195 or g201 or g243 or g276 or g361 or g401 or g441 or g454 or g482 or g515 or g590 or g726 or g742 or g752 or g792 or g797 or g826 or g856 or g1038 or g1080 or g1129 or g1311 or g1373 or g1415 or g1420 )
g319    ( g54 or g59 or g90 or g92 or g172 or g282 or g299 or g335 or g404 or g511 or g538 or g620 or g634 or g692 or g711 or g733 or g867 or g942 or g969 or g1213 or g1383 or g1388 )
g320    ( g34 or g44 or g288 or g394 or g424 or g475 or g636 or g776 or g782 or g863 or g979 or g1135 or g1229 or g1272 or g1448 or g1454 )
g321    ( g6 or g46 or g239 or g276 or g337 or g409 or g420 or g441 or g531 or g692 or g770 or g798 or g856 or g1032 or g1155 or g1453 )
g322    ( g7 or g45 or g65 or g95 or g140 or g146 or g209 or g302 or g439 or g557 or g569 or g594 or g627 or g699 or g717 or g795 or g829 or g859 or g861 or g907 or g1120 or g1183 or g1187 or g1224 or g1274 or g1418 )
g323    ( g26 or g167 or g369 or g370 or g550 or g590 or g600 or g744 or g828 or g896 or g971 or g987 or g1004 or g1038 or g1058 or g1212 or g1236 or g1447 or g1451 )
g324    ( g224 or g342 or g487 or g513 or g521 or g612 or g706 or g729 or g809 or g838 or g984 or g1018 or g1019 or g1062 or g1092 or g1289 or g1316 or g1370 or g1461 )
g325    ( g66 or g74 or g127 or g155 or g235 or g394 or g398 or g495 or g523 or g561 or g581 or g696 or g716 or g775 or g835 or g875 or g1111 or g1183 or g1238 or g1252 or g1257 or g1327 or g1338 )
g326    ( g33 or g133 or g350 or g469 or g479 or g706 or g715 or g808 or g931 or g1091 or g1092 or g1165 or g1213 or g1238 or g1308 or g1389 )
g327    ( g6 or g41 or g116 or g123 or g247 or g324 or g373 or g497 or g635 or g755 or g1403 )
g328    ( g31 or g93 or g169 or g228 or g304 or g402 or g421 or g497 or g509 or g529 or g587 or g624 or g734 or g796 or g1009 or g1018 or g1032 or g1067 or g1116 or g1244 or g1284 or g1375 or g1437 )
g329    ( g50 or g302 or g429 or g512 or g651 or g931 or g1336 or g1340 )
g330    ( g8 or g103 or g118 or g314 or g386 or g421 or g623 or g687 or g757 or g760 or g902 or g936 or g997 or g1067 or g1089 or g1246 or g1261 or g1268 or g1365 or g1455 )
g331    ( g32 or g155 or g234 or g334 or g454 or g512 or g776 or g808 or g813 or g827 or g857 or g1038 or g1065 or g1112 or g1158 or g1180 or g1238 or g1282 or g1346 or g1374 or g1498 )
g332    ( g96 or g99 or g168 or g212 or g249 or g307 or g335 or g370 or g388 or g397 or g459 or g709 or g717 or g807 or g991 or g1004 or g1034 or g1092 or g1261 or g1270 or g1413 )
g333    ( g6 or g41 or g65 or g192 or g196 or g215 or g245 or g287 or g413 or g583 or g599 or g602 or g669 or g679 or g838 or g900 or g904 or g986 or g996 or g1035 or g1043 or g1234 or g1241 or g1260 or g1323 or g1339 or g1363 or g1420 or g1458 or g1459 or g1485 )
g334    ( g213 or g393 or g479 or g600 or g607 or g669 or g713 or g738 or g823 or g992 or g1079 or g1249 or g1316 or g1355 or g1439 or g1491 )
g335    ( g1 or g19 or g479 or g480 or g591 or g641 or g706 or g723 or g776 or g789 or g852 or g863 or g933 or g972 or g1242 or g1243 or g1271 or g1413 or g1478 )
g336    ( g73 or g93 or g129 or g149 or g185 or g239 or g383 or g385 or g533 or g755 or g800 or g871 or g951 or g1011 or g1012 or g1044 or g1459 or g1477 or g1488 )
g337    ( g43 or g164 or g301 or g341 or g360 or g401 or g427 or g548 or g600 or g659 or g683 or g773 or g814 or g951 or g1019 or g1033 or g1045 or g1203 or g1218 or g1248 or g1372 or g1390 or g1397 or g1411 )
g338    ( g176 or g341 or g384 or g406 or g414 or g770 or g799 or g875 or g906 or g1028 or g1252 or g1425 or g1433 )
g339    ( g11 or g106 or g186 or g344 or g361 or g371 or g402 or g446 or g470 or g491 or g896 or g1185 or g1247 or g1261 or g1359 or g1431 or g1462 )
g340    ( g330 or g391 or g406 or g429 or g432 or g466 or g587 or g616 or g676 or g677 or g900 or g908 or g1071 or g1101 or g1130 or g1162 or g1295 or g1348 or g1416 or g1429 or g1468 or g1494 )
g341    ( g55 or g180 or g216 or g368 or g447 or g662 or g739 or g770 or g923 or g946 or g1362 or g1404 or g1415 or g1441 or g1500 )
g342    ( g4 or g8 or g21 or g86 or g125 or g440 or g482 or g499 or g541 or g575 or g697 or g794 or g896 or g1135 or g1158 or g1203 or g1353 )
g343    ( g31 or g161 or g255 or g306 or g358 or g535 or g658 or g660 or g917 or g997 or g1071 or g1142 or g1172 or g1243 or g1253 or g1401 )
g344    ( g41 or g43 or g117 or g152 or g154 or g252 or g278 or g303 or g408 or g470 or g493 or g537 or g662 or g744 or g753 or g764 or g1105 or g1282 or g1475 )
g345    ( g24 or g160 or g225 or g257 or g271 or g314 or g361 or g412 or g494 or g537 or g557 or g568 or g598 or g663 or g684 or g897 or g979 or g985 or g1002 or g1290 or g1347 )
g346    ( g42 or g125 or g285 or g387 or g607 or g647 or g761 or g1052 or g1135 or g1211 or g1277 or g1292 or g1412 or g1429 )
g347    ( g238 or g277 or g427 or g466 or g548 or g554 or g699 or g767 or g838 or g1023 or g1080 or g1133 or g1214 )
g348    ( g18 or g84 or g306 or g356 or g366 or g370 or g428 or g507 or g513 or g545 or g639 or g781 or g803 or g948 or g961 or g1002 or g1012 or g1032 or g1034 or g1293 or g1424 or g1454 or g1490 )
g349    ( g16 or g81 or g82 or g83 or g95 or g112 or g156 or g224 or g245 or g288 or g321 or g387 or g395 or g410 or g521 or g538 or g560 or g623 or g799 or g877 or g955 or g983 or g1154 or g1173 or g1216 or g1219 or g1232 or g1302 or g1303 or g1356 or g1421 or g1458 or g1459 )
g350    ( g46 or g124 or g227 or g497 or g538 or g552 or g565 or g1300 or g1304 or g1335 or g1382 or g1446 )
g351    ( g70 or g114 or g147 or g216 or g288 or g417 or g475 or g593 or g668 or g669 or g828 or g997 or g1230 or g1322 )
g352    ( g120 or g248 or g536 or g564 or g702 or g970 or g987 or g1021 or g1094 or g1097 or g1116 or g1123 or g1176 or g1364 or g1374 or g1412 )
g353    ( g118 or g139 or g146 or g164 or g244 or g337 or g346 or g367 or g535 or g573 or g686 or g846 or g885 or g940 or g962 or g966 or g1083 or g1154 or g1342 or g1421 )
g354    ( g143 or g221 or g260 or g268 or g538 or g812 or g829 or g836 or g894 or g901 or g928 or g934 or g1003 or g1074 or g1106 or g1160 or g1202 or g1250 or g1267 or g1379 or g1390 or g1447 or g1454 or g1476 )
g355    ( g28 or g82 or g115 or g376 or g459 or g475 or g489 or g495 or g497 or g636 or g811 or g952 or g999 or g1078 or g1104 or g1118 or g1136 or g1388 or g1479 or g1488 )
g356    ( g166 or g182 or g189 or g233 or g262 or g268 or g297 or g331 or g364 or g468 or g476 or g499 or g580 or g589 or g687 or g699 or g705 or g779 or g795 or g840 or g949 or g1021 or g1389 or g1401 or g1428 )
g357    ( g202 or g217 or g339 or g551 or g644 or g771 or g932 or g1080 or g1346 or g1371 or g1436 or g1495 )
g358    ( g22 or g125 or g180 or g186 or g355 or g371 or g398 or g463 or g495 or g571 or g647 or g713 or g899 or g921 or g1008 or g1244 or g1273 or g1281 or g1309 or g1310 or g1408 or g1454 or g1466 )
g359    ( g85 or g86 or g214 or g239 or g433 or g571 or g673 or g677 or g738 or g809 or g811 or g821 or g824 or g942 or g1177 or g1306 or g1488 )
g360    ( g135 or g163 or g170 or g252 or g407 or g480 or g487 or g550 or g602 or g705 or g813 or g999 or g1036 or g1071 or g1083 or g1101 or g1109 or g1251 or g1273 or g1289 or g1380 )
g361    ( g5 or g110 or g239 or g504 or g674 or g683 or g758 or g792 or g1051 or g1219 or g1259 or g1296 or g1351 or g1367 or g1412 or g1477 )
g362    ( g59 or g157 or g253 or g279 or g330 or g588 or g601 or g741 or g902 or g927 or g994 or g1128 or g1136 or g1166 or g1186 or g1210 or g1236 or g1237 or g1253 )
g363    ( g8 or g40 or g65 or g307 or g311 or g319 or g352 or g375 or g549 or g585 or g650 or g676 or g683 or g716 or g724 or g902 or g958 or g1032 or g1084 or g1143 or g1175 or g1244 or g1355 or g1377 or g1385 or g1428 or g1447 or g1499 )
g364    ( g43 or g51 or g108 or g137 or g238 or g563 or g564 or g572 or g665 or g755 or g756 or g776 or g813 or g899 or g961 or g1059 or g1121 or g1175 or g1274 or g1295 or g1364 )
g365    ( g144 or g150 or g175 or g203 or g352 or g363 or g369 or g391 or g483 or g612 or g749 or g752 or g822 or g881 or g1120 or g1123 or g1312 or g1388 or g1390 or g1424 or g1438 )
g366    ( g11 or g121 or g280 or g290 or g353 or g372 or g519 or g825 or g936 or g1049 or g1053 or g1060 or g1126 or g1159 or g1243 or g1384 or g1406 or g1431 or g1448 or g1461 or g1490 or g1494 )
g367    ( g1 or g26 or g44 or g170 or g233 or g244 or g254 or g363 or g460 or g461 or g526 or g615 or g651 or g652 or g666 or g716 or g934 or g978 or g1018 or g1061 or g1082 or g1092 or g1109 or g1129 or g1421 or g1442 or g1468 )
g368    ( g19 or g103 or g133 or g155 or g177 or g313 or g320 or g349 or g433 or g506 or g592 or g657 or g691 or g801 or g894 or g907 or g910 or g936 or g944 or g976 or g1070 or g1095 or g1220 or g1304 or g1482 or g1497 )
g369    ( g111 or g139 or g179 or g256 or g293 or g370 or g379 or g472 or g535 or g577 or g705 or g799 or g1035 or g1176 or g1272 or g1276 )
g370    ( g167 or g276 or g361 or g443 or g498 or g579 or g702 or g740 or g761 or g779 or g801 or g859 or g935 or g936 or g1118 or g1125 or g1283 or g1404 or g1418 or g1482 )
g371    ( g20 or g45 or g142 or g147 or g186 or g283 or g322 or g400 or g403 or g428 or g491 or g496 or g513 or g549 or g849 or g879 or g971 or g981 or g1120 or g1149 or g1208 or g1256 )
g372    ( g215 or g298 or g477 or g479 or g728 or g941 or g989 or g1022 or g1050 or g1055 or g1351 or g1413 or g1437 )
g373    ( g43 or g48 or g74 or g84 or g119 or g191 or g219 or g270 or g385 or g398 or g442 or g503 or g560 or g694 or g738 or g830 or g837 or g838 or g864 or g962 or g1082 or g1103 or g1159 or g1188 or g1197 or g1285 or g1372 )
g374    ( g149 or g197 or g215 or g294 or g298 or g323 or g455 or g481 or g502 or g537 or g551 or g651 or g729 or g731 or g753 or g829 or g932 or g953 or g1070 or g1174 or g1199 or g1325 or g1422 or g1423 or g1464 )
g375    ( g77 or g157 or g260 or g329 or g386 or g391 or g468 or g523 or g557 or g735 or g928 or g945 or g967 or g1010 or g1029 or g1051 or g1061 or g1095 or g1189 or g1199 or g1346 or g1445 or g1482 )
g376    ( g13 or g102 or g121 or g202 or g244 or g294 or g301 or g306 or g398 or g481 or g482 or g498 or g530 or g625 or g895 or g1117 or g1161 or g1226 or g1227 or g1261 )
g377    ( g18 or g35 or g123 or g153 or g210 or g276 or g327 or g367 or g454 or g482 or g594 or g698 or g821 or g953 or g1122 or g1133 or g1160 or g1371 or g1447 or g1500 )
g378    ( g89 or g274 or g276 or g416 or g425 or g495 or g551 or g612 or g730 or g739 or g795 or g804 or g863 or g942 or g991 or g1045 or g1213 or g1346 or g1356 or g1484 )
g379    ( g1 or g18 or g118 or g249 or g268 or g318 or g342 or g376 or g415 or g425 or g517 or g734 or g867 or g874 or g992 or g1036 or g1119 or g1126 or g1285 or g1394 or g1408 )
g380    ( g84 or g91 or g205 or g208 or g267 or g283 or g319 or g351 or g368 or g510 or g535 or g536 or g696 or g769 or g776 or g787 or g793 or g834 or g921 or g1057 or g1126 or g1172 or g1185 or g1244 or g1458 )
g381    ( g191 or g261 or g267 or g281 or g373 or g471 or g566 or g756 or g875 or g916 or g990 or g1190 or g1208 or g1306 or g1415 or g1424 or g1466 )
g382    ( g150 or g157 or g242 or g470 or g513 or g546 or g558 or g635 or g893 or g1005 or g1100 or g1299 or g1381 or g1389 or g1459 or g1477 )
g383    ( g95 or g301 or g570 or g587 or g646 or g706 or g736 or g808 or g1090 or g1233 )
g384    ( g18 or g50 or g164 or g249 or g259 or g318 or g442 or g505 or g513 or g634 or g661 or g846 or g921 or g1008 or g1011 or g1134 or g1161 or g1215 or g1350 or g1372 or g1395 or g1485 )
g385    ( g148 or g286 or g396 or g418 or g496 or g527 or g528 or g665 or g770 or g779 or g803 or g895 or g955 or g965 or g1130 or g1496 )
g386    ( g159 or g256 or g326 or g394 or g454 or g669 or g723 or g833 or g873 or g876 or g906 or g930 or g1029 or g1094 or g1113 or g1164 or g1172 or g1187 or g1338 or g1360 or g1365 or g1375 )
g387    ( g94 or g121 or g138 or g192 or g403 or g529 or g538 or g557 or g629 or g666 or g672 or g684 or g912 or g915 or g982 or g1074 or g1082 or g1236 or g1425 or g1451 or g1492 )
g388    ( g132 or g164 or g177 or g344 or g376 or g725 or g863 or g1039 or g1188 or g1216 or g1474 )
g389    ( g94 or g137 or g218 or g252 or g296 or g357 or g487 or g631 or g643 or g665 or g672 or g974 or g975 or g980 or g984 or g1088 or g1188 or g1226 or g1283 or g1375 )
g390    ( g1 or g49 or g100 or g110 or g196 or g234 or g351 or g430 or g432 or g451 or g674 or g721 or g912 or g1049 or g1115 or g1124 or g1294 or g1378 or g1480 )
g391    ( g46 or g108 or g124 or g240 or g326 or g400 or g560 or g566 or g636 or g670 or g757 or g879 or g965 or g995 or g1097 or g1143 or g1213 or g1245 or g1249 or g1258 or g1264 or g1316 )
g392    ( g27 or g76 or g130 or g150 or g299 or g337 or g344 or g382 or g515 or g705 or g746 or g815 or g920 or g950 or g1002 or g1136 or g1141 or g1148 or g1164 or g1266 or g1314 or g1360 or g1381 )
g393    ( g31 or g49 or g67 or g78 or g172 or g233 or g235 or g284 or g298 or g322 or g364 or g374 or g390 or g561 or g621 or g697 or g704 or g745 or g772 or g902 or g916 or g938 or g1048 or g1185 or g1242 or g1275 or g1354 or g1363 )
g394    ( g17 or g107 or g119 or g240 or g704 or g775 or g1078 or g1079 or g1236 or g1287 or g1431 )
g395    ( g34 or g85 or g97 or g124 or g184 or g213 or g298 or g329 or g356 or g360 or g461 or g493 or g543 or g808 or g1391 )
g396    ( g108 or g143 or g157 or g435 or g476 or g497 or g507 or g732 or g770 or g796 or g894 or g932 or g959 or g1114 or g1312 or g1332 or g1486 )
g397    ( g6 or g108 or g221 or g264 or g472 or g495 or g606 or g655 or g708 or g741 or g752 or g859 or g980 or g1076 or g1202 or g1281 or g1305 or g1316 )
g398    ( g11 or g66 or g142 or g246 or g264 or g306 or g375 or g403 or g550 or g600 or g629 or g653 or g696 or g699 or g794 or g798 or g1112 or g1152 or g1208 or g1251 or g1255 or g1498 )
g399    ( g85 or g172 or g184 or g202 or g203 or g430 or g583 or g651 or g744 or g842 or g856 or g880 or g911 or g1371 or g1398 or g1429 or g1492 )
g400    ( g120 or g206 or g322 or g414 or g536 or g539 or g646 or g777 or g790 or g869 or g976 or g1139 or g1198 or g1227 or g1242 or g1335 or g1395 or g1424 or g1450 or g1469 )
g401    ( g33 or g88 or g106 or g288 or g308 or g349 or g415 or g484 or g562 or g898 or g916 or g923 or g1066 or g1189 or g1222 or g1244 or g1324 or g1370 )
g402    ( g41 or g68 or g151 or g241 or g264 or g272 or g283 or g365 or g457 or g507 or g568 or g605 or g681 or g683 or g758 or g1061 or g1381 or g1404 or g1443 or g1497 )
g403    ( g78 or g202 or g318 or g358 or g425 or g510 or g531 or g575 or g690 or g971 or g1002 or g1042 or g1080 or g1091 or g1294 or g1298 or g1325 )
g404    ( g97 or g140 or g207 or g228 or g266 or g474 or g520 or g645 or g877 or g943 or g982 or g1040 or g1081 or g1126 or g1154 or g1189 or g1214 or g1272 or g1401 or g1455 )
g405    ( g28 or g56 or g74 or g139 or g173 or g199 or g285 or g296 or g338 or g373 or g450 or g455 or g463 or g633 or g664 or g684 or g905 or g924 or g945 or g964 or g1051 or g1055 or g1158 or g1172 or g1206 or g1350 or g1453 or g1476 or g1477 )
g406    ( g62 or g165 or g166 or g293 or g322 or g403 or g477 or g502 or g554 or g695 or g716 or g727 or g728 or g729 or g919 or g944 or g978 or g1020 or g1065 or g1126 or g1209 or g1231 or g1479 )
g407    ( g135 or g147 or g162 or g190 or g252 or g274 or g387 or g501 or g628 or g674 or g740 or g741 or g782 or g956 or g1038 or g1104 or g1205 or g1243 or g1282 or g1375 or g1376 or g1401 or g1426 )
g408    ( g6 or g96 or g142 or g189 or g190 or g241 or g297 or g442 or g551 or g620 or g635 or g654 or g683 or g721 or g730 or g735 or g750 or g961 or g991 or g1039 or g1070 or g1163 or g1203 or g1242 or g1286 or g1313 or g1331 or g1378 or g1425 or g1459 )
g409    ( g130 or g184 or g191 or g236 or g259 or g274 or g422 or g427 or g483 or g511 or g636 or g652 or g702 or g777 or g875 or g949 or g971 or g1030 or g1135 or g1227 or g1329 or g1345 or g1346 or g1349 or g1406 or g1446 or g1459 )
g410    ( g67 or g142 or g226 or g236 or g448 or g502 or g612 or g712 or g745 or g806 or g831 or g909 or g998 or g1076 or g1149 or g1151 or g1228 or g1369 or g1427 or g1455 )
g411    ( g264 or g605 or g686 or g731 or g826 or g865 or g904 or g957 or g1026 or g1059 or g1301 or g1333 or g1352 or g1355 or g1402 or g1429 )
g412    ( g49 or g128 or g143 or g228 or g240 or g316 or g350 or g429 or g510 or g535 or g623 or g639 or g650 or g654 or g734 or g999 or g1060 or g1082 or g1302 or g1402 )
g413    ( g26 or g135 or g221 or g238 or g307 or g316 or g352 or g428 or g561 or g637 or g720 or g738 or g780 or g784 or g853 or g874 or g1106 or g1324 )
g414    ( g5 or g147 or g287 or g869 or g902 or g929 or g931 or g968 or g984 or g1072 or g1137 or g1158 or g1192 or g1237 or g1293 or g1331 or g1448 )
g415    ( g151 or g154 or g793 or g847 or g930 or g949 or g952 or g1013 or g1095 or g1184 or g1264 or g1484 )
g416    ( g42 or g142 or g152 or g262 or g284 or g399 or g552 or g564 or g668 or g675 or g732 or g844 or g897 or g1030 or g1173 or g1373 or g1456 )
g417    ( g203 or g388 or g454 or g459 or g568 or g689 or g782 or g831 or g923 or g949 or g1077 or g1094 or g1100 or g1275 )
g418    ( g83 or g106 or g133 or g151 or g153 or g229 or g249 or g320 or g367 or g448 or g591 or g626 or g733 or g819 or g988 or g993 or g1039 or g1072 or g1165 or g1233 or g1295 or g1371 )
g419    ( g53 or g85 or g104 or g116 or g150 or g159 or g165 or g245 or g299 or g316 or g572 or g574 or g758 or g809 or g859 or g1152 or g1190 or g1200 or g1254 or g1283 or g1293 or g1307 or g1479 )
g420    ( g34 or g71 or g78 or g123 or g141 or g156 or g220 or g225 or g288 or g362 or g370 or g473 or g479 or g511 or g537 or g553 or g653 or g692 or g734 or g810 or g907 or g984 or g1198 or g1280 or g1290 or g1338 or g1409 or g1412 or g1440 )
g421    ( g2 or g14 or g73 or g154 or g195 or g270 or g271 or g373 or g407 or g655 or g694 or g810 or g843 or g921 or g938 or g946 or g1004 or g1075 or g1078 or g1181 or g1390 )
g422    ( g69 or g305 or g394 or g395 or g428 or g440 or g501 or g619 or g781 or g822 or g827 or g937 or g1128 or g1168 or g1376 or g1379 )
g423    ( g16 or g126 or g132 or g239 or g289 or g403 or g442 or g481 or g515 or g908 or g921 or g1094 or g1436 )
g424    ( g224 or g358 or g419 or g480 or g547 or g648 or g676 or g863 or g972 or g1223 or g1305 or g1355 or g1371 )
g425    ( g29 or g110 or g145 or g166 or g182 or g251 or g280 or g416 or g452 or g512 or g524 or g594 or g616 or g621 or g730 or g760 or g999 or g1399 or g1483 or g1495 )
g426    ( g149 or g388 or g403 or g454 or g637 or g732 or g742 or g901 or g996 or g1139 or g1161 or g1288 or g1467 )
g427    ( g17 or g39 or g123 or g129 or g239 or g278 or g401 or g458 or g552 or g574 or g594 or g646 or g695 or g816 or g1033 or g1129 or g1139 or g1199 or g1249 or g1279 or g1281 or g1335 or g1435 or g1460 )
g428    ( g34 or g67 or g104 or g147 or g207 or g276 or g337 or g616 or g658 or g1059 or g1098 or g1117 or g1175 or g1334 )
g429    ( g257 or g269 or g401 or g467 or g489 or g521 or g548 or g567 or g716 or g728 or g762 or g826 or g856 or g1009 or g1016 or g1172 or g1227 or g1302 )
g430    ( g3 or g8 or g51 or g68 or g74 or g78 or g445 or g544 or g546 or g606 or g659 or g709 or g799 or g972 or g1290 or g1301 or g1436 or g1440 )
g431    ( g57 or g91 or g185 or g339 or g459 or g541 or g596 or g864 or g910 or g1125 or g1241 or g1311 or g1355 or g1383 or g1394 or g1457 )
g432    ( g203 or g325 or g408 or g467 or g604 or g668 or g671 or g808 or g904 or g916 or g982 or g1043 or g1070 or g1085 or g1149 or g1255 or g1269 or g1361 )
g433    ( g75 or g90 or g164 or g170 or g289 or g309 or g382 or g404 or g495 or g576 or g646 or g793 or g850 or g862 or g872 or g900 or g1076 or g1085 or g1188 or g1243 or g1325 or g1375 or g1384 )
g434    ( g18 or g219 or g291 or g381 or g389 or g425 or g439 or g508 or g553 or g608 or g630 or g695 or g826 or g827 or g988 or g1023 or g1052 or g1229 or g1236 or g1286 or g1315 or g1378 )
g435    ( g15 or g81 or g136 or g199 or g204 or g229 or g257 or g271 or g521 or g535 or g586 or g596 or g653 or g680 or g697 or g751 or g1025 or g1070 or g1084 or g1129 or g1216 or g1232 or g1318 or g1418 or g1425 or g1434 or g1453 )
g436    ( g141 or g142 or g167 or g252 or g285 or g319 or g335 or g563 or g583 or g779 or g796 or g841 or g940 or g1001 or g1091 or g1204 or g1228 or g1387 or g1441 or g1489 )
g437    ( g37 or g61 or g99 or g136 or g227 or g371 or g398 or g487 or g504 or g553 or g567 or g590 or g689 or g703 or g705 or g750 or g773 or g794 or g930 or g979 or g986 or g1046 or g1197 or g1239 or g1256 or g1269 or g1289 or g1299 or g1382 or g1419 )
g438    ( g34 or g97 or g200 or g212 or g269 or g296 or g350 or g433 or g467 or g562 or g575 or g601 or g705 or g760 or g798 or g953 or g993 or g1038 or g1314 or g1402 or g1415 or g1443 or g1468 )
