Gene1,Gene2,Type
g695,g434,+
g826,g434,+
g827,g434,+
g988,g434,+
g1023,g434,+
g1052,g434,+
g1229,g434,+
g1236,g434,+
g1286,g434,+
g1315,g434,+
g1378,g434,+
g15,g435,+
g81,g435,+
g136,g435,+
g199,g435,+
g204,g435,+
g229,g435,+
g257,g435,+
g271,g435,+
g521,g435,+
g535,g435,+
g586,g435,+
g596,g435,+
g653,g435,+
g680,g435,+
g697,g435,+
g751,g435,+
g1025,g435,+
g1070,g435,+
g1084,g435,+
g1129,g435,+
g1216,g435,+
g1232,g435,+
g1318,g435,+
g1418,g435,+
g1425,g435,+
g1434,g435,+
g1453,g435,+
g141,g436,+
g142,g436,+
g167,g436,+
g252,g436,+
g285,g436,+
g319,g436,+
g335,g436,+
g563,g436,+
g583,g436,+
g779,g436,+
g796,g436,+
g841,g436,+
g940,g436,+
g1001,g436,+
g1091,g436,+
g1204,g436,+
g1228,g436,+
g1387,g436,+
g1441,g436,+
g1489,g436,+
g37,g437,+
g61,g437,+
g99,g437,+
g136,g437,+
g227,g437,+
g371,g437,+
g398,g437,+
g487,g437,+
g504,g437,+
g553,g437,+
g567,g437,+
g590,g437,+
g689,g437,+
g703,g437,+
g705,g437,+
g750,g437,+
g773,g437,+
g794,g437,+
g930,g437,+
g979,g437,+
g986,g437,+
g1046,g437,+
g1197,g437,+
g1239,g437,+
g1256,g437,+
g1269,g437,+
g1289,g437,+
g1299,g437,+
g1382,g437,+
g1419,g437,+
g34,g438,+
g97,g438,+
g200,g438,+
g212,g438,+
g269,g438,+
g296,g438,+
g350,g438,+
g433,g438,+
g467,g438,+
g562,g438,+
g575,g438,+
g601,g438,+
g705,g438,+
g760,g438,+
g798,g438,+
g953,g438,+
g993,g438,+
g1038,g438,+
g1314,g438,+
g1402,g438,+
g1415,g438,+
g1443,g438,+
g1468,g438,+
g35,g439,+
g51,g439,+
g284,g439,+
g516,g439,+
g661,g439,+
g689,g439,+
g763,g439,+
g844,g439,+
g916,g439,+
g986,g439,+
g1008,g439,+
g1115,g439,+
g1199,g439,+
g1448,g439,+
g22,g440,+
g49,g440,+
g71,g440,+
g180,g440,+
g199,g440,+
g248,g440,+
g261,g440,+
g279,g440,+
g313,g440,+
g341,g440,+
g347,g440,+
g353,g440,+
g717,g440,+
g721,g440,+
g956,g440,+
g1020,g440,+
g1040,g440,+
g1094,g440,+
g1153,g440,+
g1269,g440,+
g1304,g440,+
g1316,g440,+
g23,g441,+
g113,g441,+
g179,g441,+
g292,g441,+
g322,g441,+
g363,g441,+
g396,g441,+
g599,g441,+
g692,g441,+
g708,g441,+
g769,g441,+
g807,g441,+
g833,g441,+
g963,g441,+
g1064,g441,+
g1146,g441,+
g1201,g441,+
g1215,g441,+
g1279,g441,+
g1286,g441,+
g1287,g441,+
g1319,g441,+
g1392,g441,+
g1397,g441,+
g1442,g441,+
g8,g442,+
g56,g442,+
g73,g442,+
g153,g442,+
g281,g442,+
g484,g442,+
g537,g442,+
g563,g442,+
g598,g442,+
g632,g442,+
g727,g442,+
g782,g442,+
g786,g442,+
g987,g442,+
g1021,g442,+
g1082,g442,+
g1169,g442,+
g1289,g442,+
g1327,g442,+
g1369,g442,+
g1385,g442,+
g1428,g442,+
g1430,g442,+
g32,g443,+
g38,g443,+
g144,g443,+
g332,g443,+
g346,g443,+
g367,g443,+
g379,g443,+
g410,g443,+
g559,g443,+
g589,g443,+
g607,g443,+
g628,g443,+
g685,g443,+
g760,g443,+
g779,g443,+
g874,g443,+
g881,g443,+
g1042,g443,+
g1087,g443,+
g1130,g443,+
g1134,g443,+
g1193,g443,+
g1277,g443,+
g1290,g443,+
g1345,g443,+
g1475,g443,+
g25,g444,+
g48,g444,+
g141,g444,+
g209,g444,+
g224,g444,+
g265,g444,+
g274,g444,+
g339,g444,+
g400,g444,+
g570,g444,+
g679,g444,+
g719,g444,+
g731,g444,+
g772,g444,+
g822,g444,+
g838,g444,+
g923,g444,+
g945,g444,+
g955,g444,+
g1011,g444,+
g1093,g444,+
g1193,g444,+
g1314,g444,+
g1376,g444,+
g1451,g444,+
g30,g445,+
g79,g445,+
g251,g445,+
g296,g445,+
g385,g445,+
g543,g445,+
g616,g445,+
g617,g445,+
g656,g445,+
g709,g445,+
g857,g445,+
g1180,g445,+
g1268,g445,+
g1446,g445,+
g1447,g445,+
g1471,g445,+
g69,g446,+
g91,g446,+
g129,g446,+
g136,g446,+
g289,g446,+
g377,g446,+
g382,g446,+
g438,g446,+
g447,g446,+
g547,g446,+
g616,g446,+
g629,g446,+
g694,g446,+
g816,g446,+
g828,g446,+
g1150,g446,+
g1155,g446,+
g1271,g446,+
g1371,g446,+
g1391,g446,+
g1417,g446,+
g56,g447,+
g129,g447,+
g298,g447,+
g506,g447,+
g509,g447,+
g536,g447,+
g605,g447,+
g616,g447,+
g622,g447,+
g729,g447,+
g736,g447,+
g984,g447,+
g986,g447,+
g1033,g447,+
g1067,g447,+
g1116,g447,+
g1278,g447,+
g20,g448,+
g121,g448,+
g313,g448,+
g350,g448,+
g652,g448,+
g704,g448,+
g782,g448,+
g827,g448,+
g906,g448,+
g1054,g448,+
g1063,g448,+
g1103,g448,+
g1274,g448,+
g1301,g448,+
g1342,g448,+
g1407,g448,+
g1434,g448,+
g66,g449,+
g136,g449,+
g193,g449,+
g194,g449,+
g234,g449,+
g260,g449,+
g587,g449,+
g631,g449,+
g707,g449,+
g733,g449,+
g859,g449,+
g861,g449,+
g1052,g449,+
g1275,g449,+
g1283,g449,+
g1407,g449,+
g1413,g449,+
g1462,g449,+
g257,g450,+
g267,g450,+
g459,g450,+
g581,g450,+
g623,g450,+
g654,g450,+
g752,g450,+
g883,g450,+
g930,g450,+
g987,g450,+
g1051,g450,+
g1102,g450,+
g1304,g450,+
g1318,g450,+
g1438,g450,+
g1476,g450,+
g22,g451,+
g132,g451,+
g193,g451,+
g304,g451,+
g392,g451,+
g420,g451,+
g441,g451,+
g548,g451,+
g604,g451,+
g621,g451,+
g638,g451,+
g763,g451,+
g780,g451,+
g807,g451,+
g877,g451,+
g932,g451,+
g990,g451,+
g1079,g451,+
g1177,g451,+
g1184,g451,+
g1243,g451,+
g1297,g451,+
g1463,g451,+
g1500,g451,+
g205,g452,+
g219,g452,+
g288,g452,+
g339,g452,+
g378,g452,+
g486,g452,+
g569,g452,+
g624,g452,+
g655,g452,+
g690,g452,+
g717,g452,+
g762,g452,+
g778,g452,+
g837,g452,+
g848,g452,+
g860,g452,+
g881,g452,+
g884,g452,+
g909,g452,+
g1247,g452,+
g1289,g452,+
g1307,g452,+
g1367,g452,+
g45,g453,+
g51,g453,+
g67,g453,+
g92,g453,+
g174,g453,+
g190,g453,+
g362,g453,+
g375,g453,+
g481,g453,+
g666,g453,+
g673,g453,+
g749,g453,+
g847,g453,+
g874,g453,+
g877,g453,+
g965,g453,+
g1045,g453,+
g1108,g453,+
g1262,g453,+
g1336,g453,+
g41,g454,+
g56,g454,+
g150,g454,+
g158,g454,+
g193,g454,+
g248,g454,+
g264,g454,+
g311,g454,+
g437,g454,+
g477,g454,+
g528,g454,+
g564,g454,+
g607,g454,+
g616,g454,+
g725,g454,+
g745,g454,+
g894,g454,+
g1032,g454,+
g1240,g454,+
g1297,g454,+
g1405,g454,+
g226,g455,+
g268,g455,+
g640,g455,+
g702,g455,+
g763,g455,+
g891,g455,+
g960,g455,+
g1272,g455,+
g1290,g455,+
g1308,g455,+
g1381,g455,+
g1461,g455,+
g1488,g455,+
g11,g456,+
g153,g456,+
g168,g456,+
g175,g456,+
g195,g456,+
g301,g456,+
g364,g456,+
g412,g456,+
g464,g456,+
g470,g456,+
g518,g456,+
g526,g456,+
g568,g456,+
g669,g456,+
g741,g456,+
g798,g456,+
g845,g456,+
g873,g456,+
g874,g456,+
g902,g456,+
g919,g456,+
g1045,g456,+
g1063,g456,+
g1110,g456,+
g1135,g456,+
g1216,g456,+
g1235,g456,+
g1276,g456,+
g1369,g456,+
g1412,g456,+
g1431,g456,+
g126,g457,+
g200,g457,+
g308,g457,+
g575,g457,+
g593,g457,+
g813,g457,+
g1067,g457,+
g1091,g457,+
g1096,g457,+
g1098,g457,+
g1172,g457,+
g1216,g457,+
g1246,g457,+
g1331,g457,+
g1489,g457,+
g1490,g457,+
g167,g458,+
g191,g458,+
g238,g458,+
g424,g458,+
g473,g458,+
g483,g458,+
g625,g458,+
g705,g458,+
g750,g458,+
g796,g458,+
g807,g458,+
g830,g458,+
g935,g458,+
g1016,g458,+
g1097,g458,+
g1252,g458,+
g1358,g458,+
g1444,g458,+
g1455,g458,+
g1458,g458,+
g1476,g458,+
g148,g459,+
g155,g459,+
g302,g459,+
g405,g459,+
g636,g459,+
g659,g459,+
g673,g459,+
g697,g459,+
g715,g459,+
g732,g459,+
g738,g459,+
g863,g459,+
g890,g459,+
g1090,g459,+
g1116,g459,+
g1117,g459,+
g1197,g459,+
g1216,g459,+
g1237,g459,+
g1249,g459,+
g1259,g459,+
g1353,g459,+
g1359,g459,+
g1388,g459,+
g1400,g459,+
g69,g460,+
g77,g460,+
g102,g460,+
g164,g460,+
g236,g460,+
g449,g460,+
g748,g460,+
g789,g460,+
g866,g460,+
g992,g460,+
g1030,g460,+
g1075,g460,+
g1217,g460,+
g1260,g460,+
g1316,g460,+
g1318,g460,+
g1322,g460,+
g1334,g460,+
g1436,g460,+
g1453,g460,+
g204,g461,+
g291,g461,+
g359,g461,+
g610,g461,+
g637,g461,+
g718,g461,+
g730,g461,+
g773,g461,+
g788,g461,+
g799,g461,+
g947,g461,+
g1002,g461,+
g1046,g461,+
g1122,g461,+
g1136,g461,+
g1145,g461,+
g1185,g461,+
g1240,g461,+
g1255,g461,+
g1440,g461,+
g122,g462,+
g275,g462,+
g329,g462,+
g445,g462,+
g573,g462,+
g674,g462,+
g689,g462,+
g768,g462,+
g804,g462,+
g842,g462,+
g921,g462,+
g945,g462,+
g969,g462,+
g1021,g462,+
g1023,g462,+
g1131,g462,+
g1163,g462,+
g1207,g462,+
g1263,g462,+
g1323,g462,+
g1435,g462,+
g1444,g462,+
g74,g463,+
g139,g463,+
g142,g463,+
g173,g463,+
g251,g463,+
g307,g463,+
g330,g463,+
g347,g463,+
g389,g463,+
g471,g463,+
g750,g463,+
g830,g463,+
g832,g463,+
g858,g463,+
g866,g463,+
g918,g463,+
g977,g463,+
g1149,g463,+
g1191,g463,+
g1230,g463,+
g1233,g463,+
g1421,g463,+
g1464,g463,+
g79,g464,+
g451,g464,+
g540,g464,+
g572,g464,+
g793,g464,+
g835,g464,+
g841,g464,+
g843,g464,+
g867,g464,+
g1037,g464,+
g1123,g464,+
g1158,g464,+
g1434,g464,+
g60,g465,+
g91,g465,+
g300,g465,+
g345,g465,+
g368,g465,+
g414,g465,+
g463,g465,+
g464,g465,+
g546,g465,+
g725,g465,+
g778,g465,+
g883,g465,+
g972,g465,+
g981,g465,+
g982,g465,+
g1082,g465,+
g1121,g465,+
g1148,g465,+
g1169,g465,+
g1170,g465,+
g1171,g465,+
g1199,g465,+
g1324,g465,+
g44,g466,+
g60,g466,+
g61,g466,+
g88,g466,+
g91,g466,+
g129,g466,+
g258,g466,+
g281,g466,+
g343,g466,+
g438,g466,+
g440,g466,+
g519,g466,+
g615,g466,+
g705,g466,+
g708,g466,+
g868,g466,+
g871,g466,+
g1030,g466,+
g154,g467,+
g294,g467,+
g379,g467,+
g487,g467,+
g706,g467,+
g756,g467,+
g860,g467,+
g870,g467,+
g1046,g467,+
g1090,g467,+
g1091,g467,+
g1099,g467,+
g1141,g467,+
g1287,g467,+
g1304,g467,+
g1438,g467,+
g1439,g467,+
g273,g468,+
g434,g468,+
g479,g468,+
g506,g468,+
g602,g468,+
g801,g468,+
g872,g468,+
g881,g468,+
g955,g468,+
g963,g468,+
g994,g468,+
g1036,g468,+
g1239,g468,+
g1341,g468,+
g1384,g468,+
g61,g469,+
g93,g469,+
g128,g469,+
g161,g469,+
g171,g469,+
g214,g469,+
g247,g469,+
g357,g469,+
g391,g469,+
g393,g469,+
g468,g469,+
g485,g469,+
g574,g469,+
g637,g469,+
g643,g469,+
g646,g469,+
g802,g469,+
g827,g469,+
g873,g469,+
g1064,g469,+
g1111,g469,+
g1133,g469,+
g1158,g469,+
g1283,g469,+
g1383,g469,+
g1394,g469,+
g1483,g469,+
g15,g470,+
g137,g470,+
g175,g470,+
g294,g470,+
g344,g470,+
g389,g470,+
g405,g470,+
g412,g470,+
g633,g470,+
g728,g470,+
g742,g470,+
g790,g470,+
g863,g470,+
g943,g470,+
g1103,g470,+
g1217,g470,+
g1223,g470,+
g1246,g470,+
g70,g471,+
g132,g471,+
g331,g471,+
g385,g471,+
g533,g471,+
g540,g471,+
g772,g471,+
g800,g471,+
g854,g471,+
g887,g471,+
g893,g471,+
g904,g471,+
g934,g471,+
g1004,g471,+
g1065,g471,+
g1121,g471,+
g1131,g471,+
g1247,g471,+
g1308,g471,+
g1331,g471,+
g1341,g471,+
g1446,g471,+
g35,g472,+
g53,g472,+
g192,g472,+
g238,g472,+
g281,g472,+
g317,g472,+
g393,g472,+
g562,g472,+
g725,g472,+
g784,g472,+
g928,g472,+
g994,g472,+
g1004,g472,+
g1016,g472,+
g1138,g472,+
g1233,g472,+
g1295,g472,+
g1323,g472,+
g1409,g472,+
g1469,g472,+
g5,g473,+
g32,g473,+
g37,g473,+
g123,g473,+
g426,g473,+
g483,g473,+
g519,g473,+
g550,g473,+
g612,g473,+
g664,g473,+
g667,g473,+
g1004,g473,+
g1035,g473,+
g1062,g473,+
g1276,g473,+
g1285,g473,+
g1323,g473,+
g1496,g473,+
g75,g474,+
g301,g474,+
g542,g474,+
g568,g474,+
g609,g474,+
g792,g474,+
g802,g474,+
g834,g474,+
g984,g474,+
g1057,g474,+
g1068,g474,+
g1071,g474,+
g1191,g474,+
g1198,g474,+
g1273,g474,+
g1285,g474,+
g1334,g474,+
g1495,g474,+
g107,g475,+
g192,g475,+
g254,g475,+
g327,g475,+
g376,g475,+
g455,g475,+
g461,g475,+
g528,g475,+
g761,g475,+
g775,g475,+
g786,g475,+
g845,g475,+
g855,g475,+
g886,g475,+
g937,g475,+
g996,g475,+
g1152,g475,+
g1202,g475,+
g1213,g475,+
g1252,g475,+
g1320,g475,+
g1420,g475,+
g1450,g475,+
g1467,g475,+
g1468,g475,+
g1474,g475,+
g29,g476,+
g71,g476,+
g328,g476,+
g362,g476,+
g408,g476,+
g501,g476,+
g536,g476,+
g563,g476,+
g748,g476,+
g803,g476,+
g867,g476,+
g946,g476,+
g977,g476,+
g1001,g476,+
g1057,g476,+
g1178,g476,+
g1210,g476,+
g1211,g476,+
g1273,g476,+
g1296,g476,+
g1312,g476,+
g1359,g476,+
g1382,g476,+
g1388,g476,+
g8,g477,+
g264,g477,+
g266,g477,+
g269,g477,+
g300,g477,+
g407,g477,+
g446,g477,+
g450,g477,+
g482,g477,+
g626,g477,+
g678,g477,+
g750,g477,+
g776,g477,+
g854,g477,+
g908,g477,+
g963,g477,+
g1272,g477,+
g1430,g477,+
g1497,g477,+
g16,g478,+
g117,g478,+
g216,g478,+
g259,g478,+
g317,g478,+
g375,g478,+
g500,g478,+
g909,g478,+
g1055,g478,+
g1217,g478,+
g1257,g478,+
g1313,g478,+
g1358,g478,+
g1401,g478,+
g1471,g478,+
g136,g479,+
g189,g479,+
g193,g479,+
g503,g479,+
g516,g479,+
g580,g479,+
g611,g479,+
g640,g479,+
g736,g479,+
g755,g479,+
g790,g479,+
g1075,g479,+
g1081,g479,+
g1095,g479,+
g1109,g479,+
g1116,g479,+
g1152,g479,+
g1194,g479,+
g1212,g479,+
g1256,g479,+
g1322,g479,+
g1489,g479,+
g17,g480,+
g62,g480,+
g159,g480,+
g177,g480,+
g256,g480,+
g322,g480,+
g323,g480,+
g376,g480,+
g402,g480,+
g525,g480,+
g561,g480,+
g587,g480,+
g655,g480,+
g720,g480,+
g876,g480,+
g880,g480,+
g947,g480,+
g1027,g480,+
g1037,g480,+
g1094,g480,+
g1131,g480,+
g1149,g480,+
g1189,g480,+
g1256,g480,+
g1273,g480,+
g1275,g480,+
g1327,g480,+
g45,g481,+
g159,g481,+
g237,g481,+
g250,g481,+
g540,g481,+
g593,g481,+
g608,g481,+
g796,g481,+
g964,g481,+
g1091,g481,+
g1092,g481,+
g1136,g481,+
g1223,g481,+
g1283,g481,+
g1292,g481,+
g1335,g481,+
g1437,g481,+
g157,g482,+
g206,g482,+
g240,g482,+
g486,g482,+
g584,g482,+
g626,g482,+
g748,g482,+
g803,g482,+
g850,g482,+
g872,g482,+
g877,g482,+
g1003,g482,+
g1074,g482,+
g1204,g482,+
g1292,g482,+
g1335,g482,+
g1351,g482,+
g119,g483,+
g143,g483,+
g191,g483,+
g219,g483,+
g530,g483,+
g555,g483,+
g586,g483,+
g682,g483,+
g753,g483,+
g872,g483,+
g980,g483,+
g1182,g483,+
g1261,g483,+
g1303,g483,+
g1336,g483,+
g1355,g483,+
g1382,g483,+
g1447,g483,+
g1479,g483,+
g10,g484,+
g19,g484,+
g112,g484,+
g169,g484,+
g190,g484,+
g221,g484,+
g285,g484,+
g457,g484,+
g460,g484,+
g725,g484,+
g758,g484,+
g777,g484,+
g797,g484,+
g815,g484,+
g832,g484,+
g873,g484,+
g984,g484,+
g1008,g484,+
g1087,g484,+
g1119,g484,+
g1206,g484,+
g1402,g484,+
g209,g485,+
g269,g485,+
g425,g485,+
g441,g485,+
g442,g485,+
g471,g485,+
g493,g485,+
g546,g485,+
g567,g485,+
g602,g485,+
g768,g485,+
g858,g485,+
g896,g485,+
g959,g485,+
g1174,g485,+
g1268,g485,+
g1332,g485,+
g1388,g485,+
g1410,g485,+
g1418,g485,+
g1423,g485,+
g1430,g485,+
g25,g486,+
g120,g486,+
g141,g486,+
g182,g486,+
g462,g486,+
g484,g486,+
g525,g486,+
g590,g486,+
g656,g486,+
g939,g486,+
g974,g486,+
g1196,g486,+
g1293,g486,+
g1352,g486,+
g1371,g486,+
g1424,g486,+
g71,g487,+
g127,g487,+
g174,g487,+
g223,g487,+
g296,g487,+
g318,g487,+
g382,g487,+
g450,g487,+
g482,g487,+
g545,g487,+
g594,g487,+
g692,g487,+
g698,g487,+
g751,g487,+
g755,g487,+
g866,g487,+
g871,g487,+
g878,g487,+
g891,g487,+
g1175,g487,+
g1303,g487,+
g1316,g487,+
g1369,g487,+
g1410,g487,+
g79,g488,+
g111,g488,+
g117,g488,+
g142,g488,+
g297,g488,+
g385,g488,+
g404,g488,+
g485,g488,+
g505,g488,+
g576,g488,+
g591,g488,+
g628,g488,+
g654,g488,+
g678,g488,+
g729,g488,+
g853,g488,+
g982,g488,+
g1002,g488,+
g1030,g488,+
g1080,g488,+
g1084,g488,+
g1108,g488,+
g1125,g488,+
g1163,g488,+
g1197,g488,+
g1265,g488,+
g1274,g488,+
g1500,g488,+
g117,g489,+
g204,g489,+
g236,g489,+
g289,g489,+
g447,g489,+
g644,g489,+
g675,g489,+
g683,g489,+
g756,g489,+
g810,g489,+
g1061,g489,+
g1107,g489,+
g1120,g489,+
g1194,g489,+
g1282,g489,+
g1319,g489,+
g1327,g489,+
g1357,g489,+
g1379,g489,+
g1399,g489,+
g44,g490,+
g165,g490,+
g326,g490,+
g422,g490,+
g451,g490,+
g475,g490,+
g614,g490,+
g617,g490,+
g667,g490,+
g688,g490,+
g693,g490,+
g719,g490,+
g729,g490,+
g762,g490,+
g879,g490,+
g883,g490,+
g922,g490,+
g929,g490,+
g947,g490,+
g954,g490,+
g1064,g490,+
g1111,g490,+
g1129,g490,+
g1152,g490,+
g1256,g490,+
g1286,g490,+
g1381,g490,+
g1399,g490,+
g134,g491,+
g350,g491,+
g388,g491,+
g407,g491,+
g422,g491,+
g450,g491,+
g452,g491,+
g543,g491,+
g747,g491,+
g907,g491,+
g916,g491,+
g974,g491,+
g1146,g491,+
g1433,g491,+
g1439,g491,+
g1466,g491,+
g1484,g491,+
g1485,g491,+
g1495,g491,+
g1500,g491,+
g46,g492,+
g117,g492,+
g219,g492,+
g227,g492,+
g258,g492,+
g357,g492,+
g367,g492,+
g374,g492,+
g506,g492,+
g643,g492,+
g893,g492,+
g957,g492,+
g990,g492,+
g1169,g492,+
g1344,g492,+
g1473,g492,+
g1479,g492,+
g39,g493,+
g111,g493,+
g134,g493,+
g170,g493,+
g383,g493,+
g454,g493,+
g482,g493,+
g572,g493,+
g620,g493,+
g744,g493,+
g769,g493,+
g831,g493,+
g866,g493,+
g953,g493,+
g971,g493,+
g995,g493,+
g1006,g493,+
g1220,g493,+
g1281,g493,+
g1380,g493,+
g1442,g493,+
g1455,g493,+
g1467,g493,+
g110,g494,+
g140,g494,+
g322,g494,+
g344,g494,+
g404,g494,+
g487,g494,+
g503,g494,+
g593,g494,+
g662,g494,+
g784,g494,+
g788,g494,+
g793,g494,+
g809,g494,+
g845,g494,+
g846,g494,+
g847,g494,+
g904,g494,+
g932,g494,+
g1134,g494,+
g1267,g494,+
g1372,g494,+
g1451,g494,+
g89,g495,+
g133,g495,+
g167,g495,+
g210,g495,+
g257,g495,+
g319,g495,+
g419,g495,+
g454,g495,+
g464,g495,+
g510,g495,+
g717,g495,+
g731,g495,+
g816,g495,+
g880,g495,+
g941,g495,+
g949,g495,+
g1067,g495,+
g1098,g495,+
g1169,g495,+
g1340,g495,+
g1344,g495,+
g1348,g495,+
g1377,g495,+
g1442,g495,+
g28,g496,+
g61,g496,+
g69,g496,+
g107,g496,+
g114,g496,+
g135,g496,+
g281,g496,+
g317,g496,+
g468,g496,+
g502,g496,+
g521,g496,+
g649,g496,+
g653,g496,+
g707,g496,+
g734,g496,+
g752,g496,+
g895,g496,+
g949,g496,+
g1085,g496,+
g1114,g496,+
g1141,g496,+
g1268,g496,+
g1324,g496,+
g1392,g496,+
g64,g497,+
g98,g497,+
g139,g497,+
g146,g497,+
g264,g497,+
g286,g497,+
g316,g497,+
g344,g497,+
g357,g497,+
g404,g497,+
g588,g497,+
g735,g497,+
g835,g497,+
g852,g497,+
g920,g497,+
g1004,g497,+
g1047,g497,+
g1049,g497,+
g1187,g497,+
g1210,g497,+
g166,g498,+
g244,g498,+
g261,g498,+
g293,g498,+
g713,g498,+
g865,g498,+
g886,g498,+
g932,g498,+
g936,g498,+
g950,g498,+
g952,g498,+
g1147,g498,+
g1155,g498,+
g1349,g498,+
g92,g499,+
g177,g499,+
g240,g499,+
g273,g499,+
g335,g499,+
g411,g499,+
g425,g499,+
g488,g499,+
g849,g499,+
g900,g499,+
g1017,g499,+
g1066,g499,+
g1242,g499,+
g1266,g499,+
g1271,g499,+
g1293,g499,+
g1400,g499,+
g1414,g499,+
g4,g500,+
g70,g500,+
g91,g500,+
g99,g500,+
g115,g500,+
g121,g500,+
g231,g500,+
g302,g500,+
g473,g500,+
g562,g500,+
g608,g500,+
g686,g500,+
g893,g500,+
g979,g500,+
g999,g500,+
g1022,g500,+
g1171,g500,+
g1175,g500,+
g1176,g500,+
g1182,g500,+
g168,g501,+
g188,g501,+
g204,g501,+
g344,g501,+
g373,g501,+
g404,g501,+
g639,g501,+
g795,g501,+
g897,g501,+
g1043,g501,+
g1169,g501,+
g1241,g501,+
g1249,g501,+
g1252,g501,+
g1389,g501,+
g1413,g501,+
g1447,g501,+
g87,g502,+
g134,g502,+
g146,g502,+
g249,g502,+
g387,g502,+
g527,g502,+
g542,g502,+
g601,g502,+
g617,g502,+
g727,g502,+
g851,g502,+
g1026,g502,+
g1027,g502,+
g1064,g502,+
g1327,g502,+
g1352,g502,+
g1426,g502,+
g1485,g502,+
g73,g503,+
g349,g503,+
g452,g503,+
g495,g503,+
g530,g503,+
g539,g503,+
g672,g503,+
g697,g503,+
g845,g503,+
g867,g503,+
g873,g503,+
g896,g503,+
g1039,g503,+
g1051,g503,+
g1186,g503,+
g1276,g503,+
g1434,g503,+
g66,g504,+
g90,g504,+
g123,g504,+
g225,g504,+
g373,g504,+
g465,g504,+
g471,g504,+
g657,g504,+
g699,g504,+
g736,g504,+
g783,g504,+
g820,g504,+
g983,g504,+
g985,g504,+
g1042,g504,+
g1248,g504,+
g1359,g504,+
g1434,g504,+
g44,g505,+
g46,g505,+
g50,g505,+
g131,g505,+
g269,g505,+
g338,g505,+
g347,g505,+
g365,g505,+
g535,g505,+
g636,g505,+
g747,g505,+
g845,g505,+
g888,g505,+
g1213,g505,+
g1289,g505,+
g1376,g505,+
g1381,g505,+
g1399,g505,+
g1406,g505,+
g1422,g505,+
g1462,g505,+
g1475,g505,+
g7,g506,+
g68,g506,+
g114,g506,+
g211,g506,+
g232,g506,+
g234,g506,+
g414,g506,+
g446,g506,+
g483,g506,+
g495,g506,+
g528,g506,+
g685,g506,+
g795,g506,+
g889,g506,+
g916,g506,+
g1033,g506,+
g1061,g506,+
g1231,g506,+
g1250,g506,+
g1252,g506,+
g1359,g506,+
g1372,g506,+
g1391,g506,+
g1488,g506,+
g103,g507,+
g195,g507,+
g263,g507,+
g274,g507,+
g749,g507,+
g818,g507,+
g834,g507,+
g870,g507,+
g1050,g507,+
g1079,g507,+
g1155,g507,+
g1289,g507,+
g1331,g507,+
g1396,g507,+
g1491,g507,+
g1494,g507,+
g174,g508,+
g260,g508,+
g284,g508,+
g409,g508,+
g638,g508,+
g696,g508,+
g706,g508,+
g955,g508,+
g996,g508,+
g1000,g508,+
g1012,g508,+
g1015,g508,+
g1046,g508,+
g1175,g508,+
g1185,g508,+
g1370,g508,+
g1477,g508,+
g84,g509,+
g105,g509,+
g107,g509,+
g153,g509,+
g447,g509,+
g484,g509,+
g539,g509,+
g580,g509,+
g620,g509,+
g666,g509,+
g844,g509,+
g941,g509,+
g1025,g509,+
g1056,g509,+
g1063,g509,+
g1087,g509,+
g1103,g509,+
g1106,g509,+
g1116,g509,+
g1237,g509,+
g1340,g509,+
g66,g510,+
g114,g510,+
g162,g510,+
g249,g510,+
g322,g510,+
g334,g510,+
g353,g510,+
g757,g510,+
g792,g510,+
g924,g510,+
g988,g510,+
g1027,g510,+
g1045,g510,+
g1330,g510,+
g1383,g510,+
g1395,g510,+
g1396,g510,+
g1405,g510,+
g88,g511,+
g199,g511,+
g477,g511,+
g520,g511,+
g605,g511,+
g779,g511,+
g849,g511,+
g863,g511,+
g878,g511,+
g1016,g511,+
g1019,g511,+
g1070,g511,+
g1087,g511,+
g1089,g511,+
g1116,g511,+
g1296,g511,+
g1378,g511,+
g60,g512,+
g81,g512,+
g199,g512,+
g251,g512,+
g389,g512,+
g402,g512,+
g407,g512,+
g411,g512,+
g444,g512,+
g502,g512,+
g563,g512,+
g600,g512,+
g653,g512,+
g782,g512,+
g832,g512,+
g885,g512,+
g906,g512,+
g994,g512,+
g1098,g512,+
g1220,g512,+
g1301,g512,+
g1316,g512,+
g1366,g512,+
g1379,g512,+
g28,g513,+
g99,g513,+
g149,g513,+
g189,g513,+
g347,g513,+
g351,g513,+
g365,g513,+
g366,g513,+
g416,g513,+
g491,g513,+
g543,g513,+
g580,g513,+
g674,g513,+
g685,g513,+
g700,g513,+
g727,g513,+
g769,g513,+
g771,g513,+
g780,g513,+
g905,g513,+
g1136,g513,+
g1229,g513,+
g1298,g513,+
g1370,g513,+
g116,g514,+
g157,g514,+
g300,g514,+
g581,g514,+
g648,g514,+
g802,g514,+
g811,g514,+
g852,g514,+
g1013,g514,+
g1030,g514,+
g1054,g514,+
g1064,g514,+
g1122,g514,+
g1261,g514,+
g1345,g514,+
g1385,g514,+
g1412,g514,+
g56,g515,+
g202,g515,+
g318,g515,+
g336,g515,+
g375,g515,+
g457,g515,+
g475,g515,+
g482,g515,+
g505,g515,+
g583,g515,+
g627,g515,+
g959,g515,+
g1007,g515,+
g1081,g515,+
g1119,g515,+
g1133,g515,+
g1181,g515,+
g1335,g515,+
