Gene1,Gene2,Type
g568,g240,+
g805,g240,+
g855,g240,+
g1087,g240,+
g123,g241,+
g235,g241,+
g236,g241,+
g237,g241,+
g242,g241,+
g244,g241,+
g245,g241,+
g247,g241,+
g251,g241,+
g281,g241,+
g484,g241,+
g664,g241,+
g708,g241,+
g1058,g241,+
g1477,g241,+
g144,g242,+
g216,g242,+
g233,g242,+
g239,g242,+
g240,g242,+
g241,g242,+
g245,g242,+
g246,g242,+
g248,g242,+
g262,g242,+
g315,g242,+
g354,g242,+
g410,g242,+
g591,g242,+
g612,g242,+
g682,g242,+
g824,g242,+
g1091,g242,+
g1133,g242,+
g1169,g242,+
g1336,g242,+
g1405,g242,+
g1434,g242,+
g1472,g242,+
g87,g243,+
g233,g243,+
g234,g243,+
g236,g243,+
g245,g243,+
g247,g243,+
g248,g243,+
g253,g243,+
g258,g243,+
g335,g243,+
g355,g243,+
g565,g243,+
g732,g243,+
g755,g243,+
g1037,g243,+
g1196,g243,+
g1204,g243,+
g1476,g243,+
g8,g244,+
g78,g244,+
g235,g244,+
g236,g244,+
g237,g244,+
g238,g244,+
g239,g244,+
g240,g244,+
g241,g244,+
g249,g244,+
g250,g244,+
g253,g244,+
g583,g244,+
g739,g244,+
g808,g244,+
g828,g244,+
g834,g244,+
g923,g244,+
g1097,g244,+
g1358,g244,+
g205,g245,+
g237,g245,+
g238,g245,+
g239,g245,+
g241,g245,+
g242,g245,+
g243,g245,+
g246,g245,+
g248,g245,+
g249,g245,+
g250,g245,+
g252,g245,+
g254,g245,+
g287,g245,+
g491,g245,+
g540,g245,+
g619,g245,+
g784,g245,+
g845,g245,+
g862,g245,+
g942,g245,+
g1225,g245,+
g1440,g245,+
g1452,g245,+
g1478,g245,+
g1493,g245,+
g31,g246,+
g110,g246,+
g237,g246,+
g238,g246,+
g240,g246,+
g242,g246,+
g245,g246,+
g247,g246,+
g248,g246,+
g250,g246,+
g251,g246,+
g297,g246,+
g360,g246,+
g429,g246,+
g480,g246,+
g501,g246,+
g865,g246,+
g937,g246,+
g1269,g246,+
g1335,g246,+
g1372,g246,+
g1495,g246,+
g146,g247,+
g189,g247,+
g240,g247,+
g241,g247,+
g243,g247,+
g246,g247,+
g249,g247,+
g250,g247,+
g251,g247,+
g252,g247,+
g254,g247,+
g255,g247,+
g764,g247,+
g846,g247,+
g896,g247,+
g918,g247,+
g1233,g247,+
g82,g248,+
g238,g248,+
g239,g248,+
g240,g248,+
g242,g248,+
g243,g248,+
g245,g248,+
g246,g248,+
g250,g248,+
g251,g248,+
g253,g248,+
g257,g248,+
g258,g248,+
g356,g248,+
g394,g248,+
g785,g248,+
g828,g248,+
g1133,g248,+
g1159,g248,+
g1212,g248,+
g1300,g248,+
g46,g249,+
g62,g249,+
g89,g249,+
g208,g249,+
g239,g249,+
g244,g249,+
g245,g249,+
g247,g249,+
g251,g249,+
g253,g249,+
g254,g249,+
g256,g249,+
g530,g249,+
g709,g249,+
g1043,g249,+
g1202,g249,+
g1369,g249,+
g1462,g249,+
g85,g250,+
g240,g250,+
g244,g250,+
g245,g250,+
g246,g250,+
g247,g250,+
g248,g250,+
g252,g250,+
g253,g250,+
g255,g250,+
g256,g250,+
g259,g250,+
g384,g250,+
g472,g250,+
g485,g250,+
g686,g250,+
g711,g250,+
g1118,g250,+
g1126,g250,+
g1135,g250,+
g1161,g250,+
g1222,g250,+
g1384,g250,+
g111,g251,+
g241,g251,+
g246,g251,+
g247,g251,+
g248,g251,+
g249,g251,+
g259,g251,+
g260,g251,+
g320,g251,+
g447,g251,+
g518,g251,+
g528,g251,+
g703,g251,+
g721,g251,+
g742,g251,+
g986,g251,+
g1088,g251,+
g1257,g251,+
g1394,g251,+
g1425,g251,+
g101,g252,+
g154,g252,+
g245,g252,+
g247,g252,+
g250,g252,+
g253,g252,+
g254,g252,+
g256,g252,+
g259,g252,+
g412,g252,+
g438,g252,+
g743,g252,+
g868,g252,+
g950,g252,+
g972,g252,+
g1083,g252,+
g1152,g252,+
g1203,g252,+
g83,g253,+
g133,g253,+
g243,g253,+
g244,g253,+
g248,g253,+
g249,g253,+
g250,g253,+
g252,g253,+
g255,g253,+
g256,g253,+
g258,g253,+
g261,g253,+
g458,g253,+
g529,g253,+
g600,g253,+
g680,g253,+
g752,g253,+
g871,g253,+
g1109,g253,+
g1152,g253,+
g1264,g253,+
g1267,g253,+
g1350,g253,+
g1389,g253,+
g1411,g253,+
g87,g254,+
g245,g254,+
g247,g254,+
g249,g254,+
g252,g254,+
g256,g254,+
g258,g254,+
g260,g254,+
g261,g254,+
g263,g254,+
g264,g254,+
g285,g254,+
g336,g254,+
g586,g254,+
g588,g254,+
g754,g254,+
g760,g254,+
g768,g254,+
g913,g254,+
g1254,g254,+
g1270,g254,+
g1330,g254,+
g203,g255,+
g232,g255,+
g247,g255,+
g250,g255,+
g253,g255,+
g256,g255,+
g257,g255,+
g258,g255,+
g260,g255,+
g262,g255,+
g263,g255,+
g264,g255,+
g847,g255,+
g849,g255,+
g885,g255,+
g1185,g255,+
g1305,g255,+
g6,g256,+
g149,g256,+
g249,g256,+
g250,g256,+
g252,g256,+
g253,g256,+
g254,g256,+
g255,g256,+
g265,g256,+
g266,g256,+
g353,g256,+
g386,g256,+
g483,g256,+
g730,g256,+
g1097,g256,+
g1204,g256,+
g1242,g256,+
g1392,g256,+
g1468,g256,+
g1484,g256,+
g41,g257,+
g169,g257,+
g213,g257,+
g220,g257,+
g248,g257,+
g255,g257,+
g258,g257,+
g263,g257,+
g265,g257,+
g267,g257,+
g343,g257,+
g499,g257,+
g521,g257,+
g613,g257,+
g697,g257,+
g1074,g257,+
g1158,g257,+
g1285,g257,+
g1302,g257,+
g1393,g257,+
g72,g258,+
g74,g258,+
g243,g258,+
g248,g258,+
g253,g258,+
g254,g258,+
g255,g258,+
g257,g258,+
g259,g258,+
g260,g258,+
g262,g258,+
g266,g258,+
g471,g258,+
g488,g258,+
g857,g258,+
g893,g258,+
g1088,g258,+
g1105,g258,+
g1204,g258,+
g1349,g258,+
g1446,g258,+
g173,g259,+
g223,g259,+
g250,g259,+
g251,g259,+
g252,g259,+
g258,g259,+
g260,g259,+
g264,g259,+
g265,g259,+
g266,g259,+
g267,g259,+
g320,g259,+
g929,g259,+
g982,g259,+
g1057,g259,+
g1390,g259,+
g1474,g259,+
g251,g260,+
g254,g260,+
g255,g260,+
g258,g260,+
g259,g260,+
g261,g260,+
g262,g260,+
g263,g260,+
g264,g260,+
g265,g260,+
g266,g260,+
g267,g260,+
g268,g260,+
g321,g260,+
g436,g260,+
g536,g260,+
g677,g260,+
g849,g260,+
g1153,g260,+
g1227,g260,+
g1444,g260,+
g66,g261,+
g190,g261,+
g253,g261,+
g254,g261,+
g260,g261,+
g263,g261,+
g265,g261,+
g266,g261,+
g269,g261,+
g271,g261,+
g400,g261,+
g899,g261,+
g1008,g261,+
g1163,g261,+
g1196,g261,+
g67,g262,+
g86,g262,+
g166,g262,+
g235,g262,+
g242,g262,+
g255,g262,+
g258,g262,+
g260,g262,+
g269,g262,+
g587,g262,+
g756,g262,+
g866,g262,+
g968,g262,+
g993,g262,+
g1021,g262,+
g1032,g262,+
g1045,g262,+
g1111,g262,+
g1119,g262,+
g1490,g262,+
g2,g263,+
g58,g263,+
g254,g263,+
g255,g263,+
g257,g263,+
g260,g263,+
g261,g263,+
g265,g263,+
g266,g263,+
g267,g263,+
g268,g263,+
g269,g263,+
g270,g263,+
g271,g263,+
g272,g263,+
g698,g263,+
g791,g263,+
g1495,g263,+
g118,g264,+
g131,g264,+
g188,g264,+
g254,g264,+
g255,g264,+
g259,g264,+
g260,g264,+
g265,g264,+
g266,g264,+
g273,g264,+
g274,g264,+
g366,g264,+
g503,g264,+
g574,g264,+
g602,g264,+
g771,g264,+
g908,g264,+
g1341,g264,+
g138,g265,+
g256,g265,+
g257,g265,+
g259,g265,+
g260,g265,+
g261,g265,+
g263,g265,+
g264,g265,+
g268,g265,+
g270,g265,+
g273,g265,+
g275,g265,+
g382,g265,+
g575,g265,+
g594,g265,+
g753,g265,+
g840,g265,+
g867,g265,+
g1017,g265,+
g1140,g265,+
g1371,g265,+
g1382,g265,+
g256,g266,+
g258,g266,+
g259,g266,+
g260,g266,+
g261,g266,+
g263,g266,+
g264,g266,+
g268,g266,+
g271,g266,+
g272,g266,+
g274,g266,+
g335,g266,+
g396,g266,+
g481,g266,+
g558,g266,+
g580,g266,+
g620,g266,+
g747,g266,+
g868,g266,+
g1076,g266,+
g1163,g266,+
g1250,g266,+
g1268,g266,+
g257,g267,+
g259,g267,+
g260,g267,+
g263,g267,+
g268,g267,+
g269,g267,+
g271,g267,+
g273,g267,+
g274,g267,+
g275,g267,+
g276,g267,+
g277,g267,+
g751,g267,+
g791,g267,+
g1225,g267,+
g1232,g267,+
g188,g268,+
g260,g268,+
g263,g268,+
g265,g268,+
g266,g268,+
g267,g268,+
g269,g268,+
g270,g268,+
g272,g268,+
g274,g268,+
g275,g268,+
g278,g268,+
g420,g268,+
g532,g268,+
g769,g268,+
g855,g268,+
g1060,g268,+
g1123,g268,+
g1139,g268,+
g1213,g268,+
g70,g269,+
g261,g269,+
g262,g269,+
g263,g269,+
g267,g269,+
g268,g269,+
g272,g269,+
g273,g269,+
g275,g269,+
g277,g269,+
g278,g269,+
g279,g269,+
g348,g269,+
g423,g269,+
g774,g269,+
g779,g269,+
g1017,g269,+
g1045,g269,+
g106,g270,+
g263,g270,+
g265,g270,+
g268,g270,+
g272,g270,+
g273,g270,+
g275,g270,+
g278,g270,+
g279,g270,+
g381,g270,+
g477,g270,+
g660,g270,+
g735,g270,+
g797,g270,+
g1269,g270,+
g36,g271,+
g261,g271,+
g263,g271,+
g266,g271,+
g267,g271,+
g272,g271,+
g273,g271,+
g274,g271,+
g279,g271,+
g358,g271,+
g429,g271,+
g812,g271,+
g955,g271,+
g982,g271,+
g1112,g271,+
g1113,g271,+
g1478,g271,+
g1486,g271,+
g47,g272,+
g263,g272,+
g266,g272,+
g268,g272,+
g269,g272,+
g270,g272,+
g271,g272,+
g273,g272,+
g274,g272,+
g276,g272,+
g277,g272,+
g278,g272,+
g280,g272,+
g282,g272,+
g652,g272,+
g1012,g272,+
g1376,g272,+
g1457,g272,+
g18,g273,+
g126,g273,+
g264,g273,+
g265,g273,+
g267,g273,+
g269,g273,+
g270,g273,+
g271,g273,+
g272,g273,+
g274,g273,+
g276,g273,+
g278,g273,+
g279,g273,+
g280,g273,+
g281,g273,+
g282,g273,+
g461,g273,+
g698,g273,+
g781,g273,+
g835,g273,+
g930,g273,+
g1225,g273,+
g1267,g273,+
g1307,g273,+
g29,g274,+
g77,g274,+
g264,g274,+
g266,g274,+
g267,g274,+
g268,g274,+
g271,g274,+
g272,g274,+
g273,g274,+
g275,g274,+
g276,g274,+
g278,g274,+
g279,g274,+
g282,g274,+
g283,g274,+
g284,g274,+
g550,g274,+
g825,g274,+
g1060,g274,+
g1219,g274,+
g1247,g274,+
g265,g275,+
g267,g275,+
g268,g275,+
g269,g275,+
g270,g275,+
g274,g275,+
g276,g275,+
g277,g275,+
g278,g275,+
g279,g275,+
g281,g275,+
g282,g275,+
g284,g275,+
g285,g275,+
g319,g275,+
g427,g275,+
g569,g275,+
g938,g275,+
g941,g275,+
g1383,g275,+
g1464,g275,+
g10,g276,+
g36,g276,+
g131,g276,+
g267,g276,+
g272,g276,+
g273,g276,+
g274,g276,+
g275,g276,+
g277,g276,+
g278,g276,+
g279,g276,+
g281,g276,+
g283,g276,+
g284,g276,+
g285,g276,+
g286,g276,+
g875,g276,+
g1044,g276,+
g1152,g276,+
g1177,g276,+
g1320,g276,+
g230,g277,+
g267,g277,+
g269,g277,+
g272,g277,+
g275,g277,+
g276,g277,+
g278,g277,+
g279,g277,+
g280,g277,+
g283,g277,+
g286,g277,+
g287,g277,+
g415,g277,+
g532,g277,+
g910,g277,+
g1011,g277,+
g1138,g277,+
g1203,g277,+
g1262,g277,+
g1422,g277,+
g66,g278,+
g268,g278,+
g269,g278,+
g270,g278,+
g272,g278,+
g273,g278,+
g274,g278,+
g275,g278,+
g276,g278,+
g277,g278,+
g279,g278,+
g280,g278,+
g281,g278,+
g329,g278,+
g485,g278,+
g490,g278,+
g574,g278,+
g676,g278,+
g691,g278,+
g878,g278,+
g894,g278,+
g987,g278,+
g1066,g278,+
g1415,g278,+
g1458,g278,+
g1459,g278,+
g93,g279,+
g146,g279,+
g235,g279,+
g269,g279,+
g270,g279,+
g271,g279,+
g273,g279,+
g274,g279,+
g275,g279,+
g276,g279,+
g277,g279,+
g278,g279,+
g280,g279,+
g282,g279,+
g284,g279,+
g285,g279,+
g287,g279,+
g357,g279,+
g1011,g279,+
g1019,g279,+
g21,g280,+
g82,g280,+
g128,g280,+
g165,g280,+
g272,g280,+
g273,g280,+
g277,g280,+
g278,g280,+
g279,g280,+
g282,g280,+
g284,g280,+
g287,g280,+
g402,g280,+
g693,g280,+
g710,g280,+
g748,g280,+
g797,g280,+
g861,g280,+
g876,g280,+
g1053,g280,+
g1272,g280,+
g1282,g280,+
g1335,g280,+
g1339,g280,+
g1359,g280,+
g241,g281,+
g273,g281,+
g275,g281,+
g276,g281,+
g278,g281,+
g284,g281,+
g285,g281,+
g288,g281,+
g315,g281,+
g398,g281,+
g405,g281,+
g468,g281,+
g686,g281,+
g689,g281,+
g721,g281,+
g800,g281,+
g867,g281,+
g1117,g281,+
g1167,g281,+
g53,g282,+
g86,g282,+
g272,g282,+
g273,g282,+
g274,g282,+
g275,g282,+
g279,g282,+
g280,g282,+
g283,g282,+
g285,g282,+
g289,g282,+
g290,g282,+
g292,g282,+
g302,g282,+
g402,g282,+
g552,g282,+
g652,g282,+
g906,g282,+
g1065,g282,+
g1279,g282,+
g1389,g282,+
g6,g283,+
g165,g283,+
g274,g283,+
g276,g283,+
g277,g283,+
g282,g283,+
g284,g283,+
g287,g283,+
g288,g283,+
g289,g283,+
g292,g283,+
g433,g283,+
g461,g283,+
g729,g283,+
g749,g283,+
g1119,g283,+
g1155,g283,+
g1222,g283,+
g1264,g283,+
g1355,g283,+
g1,g284,+
g274,g284,+
g275,g284,+
g276,g284,+
g279,g284,+
g280,g284,+
g281,g284,+
g283,g284,+
g286,g284,+
g287,g284,+
g289,g284,+
g290,g284,+
g820,g284,+
g828,g284,+
g866,g284,+
g968,g284,+
g984,g284,+
g1065,g284,+
g1164,g284,+
g1367,g284,+
g1418,g284,+
g1426,g284,+
g130,g285,+
g225,g285,+
g254,g285,+
g275,g285,+
g276,g285,+
g279,g285,+
g281,g285,+
g282,g285,+
g286,g285,+
g290,g285,+
g302,g285,+
g507,g285,+
g549,g285,+
g653,g285,+
g656,g285,+
g813,g285,+
g1094,g285,+
g1129,g285,+
g1138,g285,+
g1425,g285,+
g1473,g285,+
g81,g286,+
g276,g286,+
g277,g286,+
g284,g286,+
g285,g286,+
g287,g286,+
g291,g286,+
g292,g286,+
g293,g286,+
g294,g286,+
g295,g286,+
g543,g286,+
g559,g286,+
g578,g286,+
g934,g286,+
g1132,g286,+
g1181,g286,+
g1318,g286,+
g1365,g286,+
g245,g287,+
g277,g287,+
g279,g287,+
g280,g287,+
g283,g287,+
g284,g287,+
g286,g287,+
g288,g287,+
g294,g287,+
g296,g287,+
g297,g287,+
g380,g287,+
g522,g287,+
g664,g287,+
g700,g287,+
g1137,g287,+
g1154,g287,+
g1265,g287,+
g1374,g287,+
g1496,g287,+
g8,g288,+
g99,g288,+
g101,g288,+
g102,g288,+
g239,g288,+
g281,g288,+
g283,g288,+
g287,g288,+
g289,g288,+
g291,g288,+
g292,g288,+
g296,g288,+
g311,g288,+
g452,g288,+
g576,g288,+
g589,g288,+
g655,g288,+
g1207,g288,+
g1228,g288,+
g1331,g288,+
g146,g289,+
g282,g289,+
g283,g289,+
g284,g289,+
g288,g289,+
g291,g289,+
g293,g289,+
g295,g289,+
g296,g289,+
g298,g289,+
g532,g289,+
g752,g289,+
g1003,g289,+
g1041,g289,+
g1055,g289,+
g1283,g289,+
g1410,g289,+
g282,g290,+
g284,g290,+
g285,g290,+
g291,g290,+
g293,g290,+
g294,g290,+
g296,g290,+
g297,g290,+
g298,g290,+
g300,g290,+
g382,g290,+
g419,g290,+
g1059,g290,+
g1079,g290,+
g1092,g290,+
g1377,g290,+
g286,g291,+
g288,g291,+
g289,g291,+
g290,g291,+
g295,g291,+
g296,g291,+
g297,g291,+
g298,g291,+
g300,g291,+
g301,g291,+
g395,g291,+
g1070,g291,+
g1100,g291,+
g1144,g291,+
g1162,g291,+
g37,g292,+
g282,g292,+
g283,g292,+
g286,g292,+
g288,g292,+
g297,g292,+
g298,g292,+
g299,g292,+
g300,g292,+
g302,g292,+
g357,g292,+
g432,g292,+
g647,g292,+
g824,g292,+
g995,g292,+
g1031,g292,+
g105,g293,+
g226,g293,+
g286,g293,+
g289,g293,+
g290,g293,+
g294,g293,+
g296,g293,+
g297,g293,+
g299,g293,+
g303,g293,+
g376,g293,+
g410,g293,+
g507,g293,+
g535,g293,+
g613,g293,+
g796,g293,+
g1111,g293,+
g1225,g293,+
g1270,g293,+
g124,g294,+
g194,g294,+
g286,g294,+
g287,g294,+
g290,g294,+
g293,g294,+
g296,g294,+
g297,g294,+
g298,g294,+
g299,g294,+
g303,g294,+
g304,g294,+
g346,g294,+
g361,g294,+
g379,g294,+
g747,g294,+
g1191,g294,+
g1308,g294,+
g1336,g294,+
g47,g295,+
g81,g295,+
g286,g295,+
g289,g295,+
g291,g295,+
g296,g295,+
g297,g295,+
g298,g295,+
g304,g295,+
g305,g295,+
g433,g295,+
g634,g295,+
g784,g295,+
g1069,g295,+
g1308,g295,+
g10,g296,+
g84,g296,+
g287,g296,+
g288,g296,+
g289,g296,+
g290,g296,+
g291,g296,+
g293,g296,+
g294,g296,+
g295,g296,+
g298,g296,+
g299,g296,+
g301,g296,+
g303,g296,+
g306,g296,+
g350,g296,+
g509,g296,+
g532,g296,+
g767,g296,+
g925,g296,+
g1019,g296,+
g1031,g296,+
g1457,g296,+
g131,g297,+
g246,g297,+
g287,g297,+
g290,g297,+
g291,g297,+
g292,g297,+
g293,g297,+
g294,g297,+
g295,g297,+
g298,g297,+
g299,g297,+
g300,g297,+
g301,g297,+
g302,g297,+
g305,g297,+
g307,g297,+
g430,g297,+
g482,g297,+
g706,g297,+
g720,g297,+
g1048,g297,+
g1054,g297,+
g1486,g297,+
g55,g298,+
g136,g298,+
g210,g298,+
g289,g298,+
g290,g298,+
g291,g298,+
g292,g298,+
g294,g298,+
g295,g298,+
g296,g298,+
g297,g298,+
g300,g298,+
g301,g298,+
g302,g298,+
g307,g298,+
g308,g298,+
g309,g298,+
g367,g298,+
g382,g298,+
g432,g298,+
g701,g298,+
g977,g298,+
g1006,g298,+
g1464,g298,+
g70,g299,+
g79,g299,+
g292,g299,+
g293,g299,+
g294,g299,+
g296,g299,+
g297,g299,+
g300,g299,+
g301,g299,+
g306,g299,+
g307,g299,+
g308,g299,+
g309,g299,+
g804,g299,+
g866,g299,+
g1043,g299,+
g1059,g299,+
g1085,g299,+
g1188,g299,+
g1276,g299,+
g1291,g299,+
g1346,g299,+
g290,g300,+
g291,g300,+
g292,g300,+
g297,g300,+
g298,g300,+
g299,g300,+
g301,g300,+
g302,g300,+
g304,g300,+
g305,g300,+
g309,g300,+
g362,g300,+
g546,g300,+
g785,g300,+
g815,g300,+
g940,g300,+
g987,g300,+
g1042,g300,+
g1141,g300,+
g1151,g300,+
g1401,g300,+
g112,g301,+
g291,g301,+
g296,g301,+
g297,g301,+
g298,g301,+
g299,g301,+
g300,g301,+
g303,g301,+
g304,g301,+
g305,g301,+
g309,g301,+
g310,g301,+
g346,g301,+
g453,g301,+
g628,g301,+
g840,g301,+
g1020,g301,+
g1027,g301,+
g1211,g301,+
g1243,g301,+
g1309,g301,+
g1424,g301,+
g76,g302,+
g131,g302,+
g236,g302,+
g282,g302,+
g285,g302,+
g292,g302,+
g297,g302,+
g298,g302,+
g300,g302,+
g303,g302,+
g304,g302,+
g305,g302,+
g306,g302,+
g307,g302,+
g308,g302,+
g636,g302,+
g1183,g302,+
g1308,g302,+
g44,g303,+
g61,g303,+
g293,g303,+
g294,g303,+
g296,g303,+
g301,g303,+
g302,g303,+
g304,g303,+
g306,g303,+
g307,g303,+
g308,g303,+
g311,g303,+
g595,g303,+
g724,g303,+
g825,g303,+
g951,g303,+
g965,g303,+
g966,g303,+
g999,g303,+
g1007,g303,+
g1229,g303,+
g1286,g303,+
g1499,g303,+
g294,g304,+
g295,g304,+
g300,g304,+
g301,g304,+
g302,g304,+
g303,g304,+
g306,g304,+
g308,g304,+
g309,g304,+
g310,g304,+
g311,g304,+
g312,g304,+
g313,g304,+
g314,g304,+
g479,g304,+
g1067,g304,+
g1213,g304,+
g1214,g304,+
g33,g305,+
g133,g305,+
g157,g305,+
g295,g305,+
g297,g305,+
g300,g305,+
g301,g305,+
g302,g305,+
g306,g305,+
g309,g305,+
g312,g305,+
g313,g305,+
g314,g305,+
g516,g305,+
g817,g305,+
g900,g305,+
g1149,g305,+
g1404,g305,+
g1451,g305,+
g296,g306,+
g299,g306,+
g302,g306,+
g303,g306,+
g304,g306,+
g305,g306,+
g308,g306,+
g309,g306,+
g311,g306,+
g312,g306,+
g314,g306,+
g361,g306,+
g398,g306,+
g420,g306,+
g454,g306,+
g571,g306,+
g891,g306,+
g924,g306,+
g1174,g306,+
g1262,g306,+
g1379,g306,+
g1493,g306,+
g297,g307,+
g298,g307,+
g299,g307,+
g302,g307,+
g303,g307,+
g310,g307,+
g311,g307,+
g312,g307,+
g315,g307,+
g620,g307,+
g670,g307,+
g797,g307,+
g888,g307,+
g1021,g307,+
g1175,g307,+
g1191,g307,+
g1240,g307,+
g1316,g307,+
g1447,g307,+
g1478,g307,+
g90,g308,+
g153,g308,+
g171,g308,+
g298,g308,+
g299,g308,+
g302,g308,+
g303,g308,+
g304,g308,+
g306,g308,+
g309,g308,+
g310,g308,+
g312,g308,+
g313,g308,+
g316,g308,+
g318,g308,+
g509,g308,+
g591,g308,+
g676,g308,+
g701,g308,+
g708,g308,+
g852,g308,+
g897,g308,+
g1198,g308,+
g1477,g308,+
g298,g309,+
g299,g309,+
g300,g309,+
g301,g309,+
g304,g309,+
g305,g309,+
g306,g309,+
g308,g309,+
g310,g309,+
g313,g309,+
g315,g309,+
g316,g309,+
g317,g309,+
g319,g309,+
g447,g309,+
g584,g309,+
g1334,g309,+
g2,g310,+
g143,g310,+
g163,g310,+
g301,g310,+
g304,g310,+
g307,g310,+
g308,g310,+
g309,g310,+
g312,g310,+
g314,g310,+
g316,g310,+
g319,g310,+
g408,g310,+
g481,g310,+
g546,g310,+
g755,g310,+
g925,g310,+
g926,g310,+
g1272,g310,+
g1422,g310,+
g178,g311,+
g288,g311,+
g303,g311,+
g304,g311,+
g306,g311,+
g307,g311,+
g312,g311,+
g314,g311,+
g315,g311,+
g316,g311,+
g539,g311,+
g912,g311,+
g1065,g311,+
g1171,g311,+
g1182,g311,+
g1336,g311,+
g1340,g311,+
g178,g312,+
g304,g312,+
g305,g312,+
g306,g312,+
g307,g312,+
g308,g312,+
g310,g312,+
g311,g312,+
g314,g312,+
g316,g312,+
g317,g312,+
g319,g312,+
g577,g312,+
g616,g312,+
g679,g312,+
g720,g312,+
g758,g312,+
g1164,g312,+
g1184,g312,+
g1279,g312,+
g1282,g312,+
g125,g313,+
g171,g313,+
g304,g313,+
g305,g313,+
g308,g313,+
g309,g313,+
g315,g313,+
g319,g313,+
g348,g313,+
g828,g313,+
g1001,g313,+
g1004,g313,+
g1033,g313,+
g1059,g313,+
g1138,g313,+
g1167,g313,+
g1356,g313,+
g1421,g313,+
g1442,g313,+
g149,g314,+
g221,g314,+
g304,g314,+
g305,g314,+
g306,g314,+
g310,g314,+
g311,g314,+
g312,g314,+
g316,g314,+
g317,g314,+
g319,g314,+
g321,g314,+
g322,g314,+
g324,g314,+
g432,g314,+
g454,g314,+
g501,g314,+
g658,g314,+
g747,g314,+
g927,g314,+
g1097,g314,+
g1372,g314,+
g242,g315,+
g281,g315,+
g307,g315,+
g309,g315,+
g311,g315,+
g313,g315,+
g317,g315,+
g318,g315,+
g319,g315,+
g324,g315,+
g381,g315,+
g420,g315,+
g525,g315,+
g643,g315,+
g702,g315,+
g757,g315,+
g759,g315,+
g783,g315,+
g882,g315,+
g963,g315,+
g1193,g315,+
g1436,g315,+
g85,g316,+
g101,g316,+
g136,g316,+
g308,g316,+
g309,g316,+
g310,g316,+
g311,g316,+
g312,g316,+
g314,g316,+
g320,g316,+
g322,g316,+
g325,g316,+
g331,g316,+
g513,g316,+
g821,g316,+
g959,g316,+
g1079,g316,+
g1267,g316,+
g1365,g316,+
g1370,g316,+
g1383,g316,+
g8,g317,+
g18,g317,+
g39,g317,+
g98,g317,+
g309,g317,+
g312,g317,+
g314,g317,+
g315,g317,+
g318,g317,+
g321,g317,+
g322,g317,+
g323,g317,+
g326,g317,+
g327,g317,+
g352,g317,+
g749,g317,+
g870,g317,+
g899,g317,+
g1038,g317,+
g1109,g317,+
g1157,g317,+
g1271,g317,+
g1396,g317,+
g172,g318,+
g308,g318,+
g315,g318,+
g317,g318,+
g319,g318,+
g326,g318,+
g363,g318,+
g562,g318,+
g750,g318,+
g921,g318,+
g1027,g318,+
g1198,g318,+
g1395,g318,+
g1425,g318,+
g1443,g318,+
g1466,g318,+
g1497,g318,+
g142,g319,+
g275,g319,+
g309,g319,+
g310,g319,+
g312,g319,+
g313,g319,+
g314,g319,+
g315,g319,+
g318,g319,+
g320,g319,+
g323,g319,+
g328,g319,+
g487,g319,+
g632,g319,+
g664,g319,+
g818,g319,+
g819,g319,+
g920,g319,+
g931,g319,+
g1009,g319,+
g1222,g319,+
g1340,g319,+
g6,g320,+
g77,g320,+
g211,g320,+
g251,g320,+
g259,g320,+
g316,g320,+
g319,g320,+
g324,g320,+
g326,g320,+
g330,g320,+
g403,g320,+
g435,g320,+
g454,g320,+
g621,g320,+
g837,g320,+
g1012,g320,+
g1110,g320,+
g1116,g320,+
g1248,g320,+
g86,g321,+
g120,g321,+
g260,g321,+
g314,g321,+
g317,g321,+
g322,g321,+
g324,g321,+
g330,g321,+
g331,g321,+
g396,g321,+
g636,g321,+
g723,g321,+
g1231,g321,+
g1321,g321,+
g52,g322,+
g119,g322,+
g149,g322,+
g202,g322,+
g232,g322,+
g314,g322,+
g316,g322,+
g317,g322,+
g321,g322,+
g324,g322,+
g325,g322,+
g326,g322,+
g331,g322,+
g338,g322,+
g339,g322,+
g454,g322,+
g656,g322,+
g937,g322,+
g969,g322,+
g1074,g322,+
g1439,g322,+
g1473,g322,+
g139,g323,+
g180,g323,+
g317,g323,+
g319,g323,+
g324,g323,+
g326,g323,+
g328,g323,+
g332,g323,+
g399,g323,+
g537,g323,+
g538,g323,+
g690,g323,+
g830,g323,+
g1065,g323,+
g1185,g323,+
g1271,g323,+
g1391,g323,+
g1435,g323,+
g86,g324,+
g95,g324,+
g314,g324,+
g315,g324,+
g320,g324,+
g321,g324,+
g322,g324,+
g323,g324,+
g326,g324,+
g327,g324,+
g328,g324,+
g329,g324,+
g330,g324,+
g333,g324,+
g401,g324,+
g415,g324,+
g445,g324,+
g712,g324,+
g782,g324,+
g797,g324,+
g873,g324,+
g933,g324,+
g1023,g324,+
g1164,g324,+
g1238,g324,+
g1366,g324,+
g1383,g324,+
g1426,g324,+
g96,g325,+
g199,g325,+
g316,g325,+
g322,g325,+
g326,g325,+
g327,g325,+
g329,g325,+
g330,g325,+
g333,g325,+
g335,g325,+
g374,g325,+
g761,g325,+
g769,g325,+
g869,g325,+
g1088,g325,+
g1194,g325,+
g13,g326,+
g104,g326,+
g142,g326,+
g156,g326,+
