Gene  Rule 
g279    ( g93 or g146 or g235 or g269 or g270 or g271 or g273 or g274 or g275 or g276 or g277 or g278 or g280 or g282 or g284 or g285 or g287 or g357 or g1011 or g1019 )
g280    ( g21 or g82 or g128 or g165 or g272 or g273 or g277 or g278 or g279 or g282 or g284 or g287 or g402 or g693 or g710 or g748 or g797 or g861 or g876 or g1053 or g1272 or g1282 or g1335 or g1339 or g1359 )
g281    ( g241 or g273 or g275 or g276 or g278 or g284 or g285 or g288 or g315 or g398 or g405 or g468 or g686 or g689 or g721 or g800 or g867 or g1117 or g1167 )
g282    ( g53 or g86 or g272 or g273 or g274 or g275 or g279 or g280 or g283 or g285 or g289 or g290 or g292 or g302 or g402 or g552 or g652 or g906 or g1065 or g1279 or g1389 )
g283    ( g6 or g165 or g274 or g276 or g277 or g282 or g284 or g287 or g288 or g289 or g292 or g433 or g461 or g729 or g749 or g1119 or g1155 or g1222 or g1264 or g1355 )
g284    ( g1 or g274 or g275 or g276 or g279 or g280 or g281 or g283 or g286 or g287 or g289 or g290 or g820 or g828 or g866 or g968 or g984 or g1065 or g1164 or g1367 or g1418 or g1426 )
g285    ( g130 or g225 or g254 or g275 or g276 or g279 or g281 or g282 or g286 or g290 or g302 or g507 or g549 or g653 or g656 or g813 or g1094 or g1129 or g1138 or g1425 or g1473 )
g286    ( g81 or g276 or g277 or g284 or g285 or g287 or g291 or g292 or g293 or g294 or g295 or g543 or g559 or g578 or g934 or g1132 or g1181 or g1318 or g1365 )
g287    ( g245 or g277 or g279 or g280 or g283 or g284 or g286 or g288 or g294 or g296 or g297 or g380 or g522 or g664 or g700 or g1137 or g1154 or g1265 or g1374 or g1496 )
g288    ( g8 or g99 or g101 or g102 or g239 or g281 or g283 or g287 or g289 or g291 or g292 or g296 or g311 or g452 or g576 or g589 or g655 or g1207 or g1228 or g1331 )
g289    ( g146 or g282 or g283 or g284 or g288 or g291 or g293 or g295 or g296 or g298 or g532 or g752 or g1003 or g1041 or g1055 or g1283 or g1410 )
g290    ( g282 or g284 or g285 or g291 or g293 or g294 or g296 or g297 or g298 or g300 or g382 or g419 or g1059 or g1079 or g1092 or g1377 )
g291    ( g286 or g288 or g289 or g290 or g295 or g296 or g297 or g298 or g300 or g301 or g395 or g1070 or g1100 or g1144 or g1162 )
g292    ( g37 or g282 or g283 or g286 or g288 or g297 or g298 or g299 or g300 or g302 or g357 or g432 or g647 or g824 or g995 or g1031 )
g293    ( g105 or g226 or g286 or g289 or g290 or g294 or g296 or g297 or g299 or g303 or g376 or g410 or g507 or g535 or g613 or g796 or g1111 or g1225 or g1270 )
g294    ( g124 or g194 or g286 or g287 or g290 or g293 or g296 or g297 or g298 or g299 or g303 or g304 or g346 or g361 or g379 or g747 or g1191 or g1308 or g1336 )
g295    ( g47 or g81 or g286 or g289 or g291 or g296 or g297 or g298 or g304 or g305 or g433 or g634 or g784 or g1069 or g1308 )
g296    ( g10 or g84 or g287 or g288 or g289 or g290 or g291 or g293 or g294 or g295 or g298 or g299 or g301 or g303 or g306 or g350 or g509 or g532 or g767 or g925 or g1019 or g1031 or g1457 )
g297    ( g131 or g246 or g287 or g290 or g291 or g292 or g293 or g294 or g295 or g298 or g299 or g300 or g301 or g302 or g305 or g307 or g430 or g482 or g706 or g720 or g1048 or g1054 or g1486 )
g298    ( g55 or g136 or g210 or g289 or g290 or g291 or g292 or g294 or g295 or g296 or g297 or g300 or g301 or g302 or g307 or g308 or g309 or g367 or g382 or g432 or g701 or g977 or g1006 or g1464 )
g299    ( g70 or g79 or g292 or g293 or g294 or g296 or g297 or g300 or g301 or g306 or g307 or g308 or g309 or g804 or g866 or g1043 or g1059 or g1085 or g1188 or g1276 or g1291 or g1346 )
g300    ( g290 or g291 or g292 or g297 or g298 or g299 or g301 or g302 or g304 or g305 or g309 or g362 or g546 or g785 or g815 or g940 or g987 or g1042 or g1141 or g1151 or g1401 )
g301    ( g112 or g291 or g296 or g297 or g298 or g299 or g300 or g303 or g304 or g305 or g309 or g310 or g346 or g453 or g628 or g840 or g1020 or g1027 or g1211 or g1243 or g1309 or g1424 )
g302    ( g76 or g131 or g236 or g282 or g285 or g292 or g297 or g298 or g300 or g303 or g304 or g305 or g306 or g307 or g308 or g636 or g1183 or g1308 )
g303    ( g44 or g61 or g293 or g294 or g296 or g301 or g302 or g304 or g306 or g307 or g308 or g311 or g595 or g724 or g825 or g951 or g965 or g966 or g999 or g1007 or g1229 or g1286 or g1499 )
g304    ( g294 or g295 or g300 or g301 or g302 or g303 or g306 or g308 or g309 or g310 or g311 or g312 or g313 or g314 or g479 or g1067 or g1213 or g1214 )
g305    ( g33 or g133 or g157 or g295 or g297 or g300 or g301 or g302 or g306 or g309 or g312 or g313 or g314 or g516 or g817 or g900 or g1149 or g1404 or g1451 )
g306    ( g296 or g299 or g302 or g303 or g304 or g305 or g308 or g309 or g311 or g312 or g314 or g361 or g398 or g420 or g454 or g571 or g891 or g924 or g1174 or g1262 or g1379 or g1493 )
g307    ( g297 or g298 or g299 or g302 or g303 or g310 or g311 or g312 or g315 or g620 or g670 or g797 or g888 or g1021 or g1175 or g1191 or g1240 or g1316 or g1447 or g1478 )
g308    ( g90 or g153 or g171 or g298 or g299 or g302 or g303 or g304 or g306 or g309 or g310 or g312 or g313 or g316 or g318 or g509 or g591 or g676 or g701 or g708 or g852 or g897 or g1198 or g1477 )
g309    ( g298 or g299 or g300 or g301 or g304 or g305 or g306 or g308 or g310 or g313 or g315 or g316 or g317 or g319 or g447 or g584 or g1334 )
g310    ( g2 or g143 or g163 or g301 or g304 or g307 or g308 or g309 or g312 or g314 or g316 or g319 or g408 or g481 or g546 or g755 or g925 or g926 or g1272 or g1422 )
g311    ( g178 or g288 or g303 or g304 or g306 or g307 or g312 or g314 or g315 or g316 or g539 or g912 or g1065 or g1171 or g1182 or g1336 or g1340 )
g312    ( g178 or g304 or g305 or g306 or g307 or g308 or g310 or g311 or g314 or g316 or g317 or g319 or g577 or g616 or g679 or g720 or g758 or g1164 or g1184 or g1279 or g1282 )
g313    ( g125 or g171 or g304 or g305 or g308 or g309 or g315 or g319 or g348 or g828 or g1001 or g1004 or g1033 or g1059 or g1138 or g1167 or g1356 or g1421 or g1442 )
g314    ( g149 or g221 or g304 or g305 or g306 or g310 or g311 or g312 or g316 or g317 or g319 or g321 or g322 or g324 or g432 or g454 or g501 or g658 or g747 or g927 or g1097 or g1372 )
g315    ( g242 or g281 or g307 or g309 or g311 or g313 or g317 or g318 or g319 or g324 or g381 or g420 or g525 or g643 or g702 or g757 or g759 or g783 or g882 or g963 or g1193 or g1436 )
g316    ( g85 or g101 or g136 or g308 or g309 or g310 or g311 or g312 or g314 or g320 or g322 or g325 or g331 or g513 or g821 or g959 or g1079 or g1267 or g1365 or g1370 or g1383 )
g317    ( g8 or g18 or g39 or g98 or g309 or g312 or g314 or g315 or g318 or g321 or g322 or g323 or g326 or g327 or g352 or g749 or g870 or g899 or g1038 or g1109 or g1157 or g1271 or g1396 )
g318    ( g172 or g308 or g315 or g317 or g319 or g326 or g363 or g562 or g750 or g921 or g1027 or g1198 or g1395 or g1425 or g1443 or g1466 or g1497 )
g319    ( g142 or g275 or g309 or g310 or g312 or g313 or g314 or g315 or g318 or g320 or g323 or g328 or g487 or g632 or g664 or g818 or g819 or g920 or g931 or g1009 or g1222 or g1340 )
g320    ( g6 or g77 or g211 or g251 or g259 or g316 or g319 or g324 or g326 or g330 or g403 or g435 or g454 or g621 or g837 or g1012 or g1110 or g1116 or g1248 )
g321    ( g86 or g120 or g260 or g314 or g317 or g322 or g324 or g330 or g331 or g396 or g636 or g723 or g1231 or g1321 )
g322    ( g52 or g119 or g149 or g202 or g232 or g314 or g316 or g317 or g321 or g324 or g325 or g326 or g331 or g338 or g339 or g454 or g656 or g937 or g969 or g1074 or g1439 or g1473 )
g323    ( g139 or g180 or g317 or g319 or g324 or g326 or g328 or g332 or g399 or g537 or g538 or g690 or g830 or g1065 or g1185 or g1271 or g1391 or g1435 )
g324    ( g86 or g95 or g314 or g315 or g320 or g321 or g322 or g323 or g326 or g327 or g328 or g329 or g330 or g333 or g401 or g415 or g445 or g712 or g782 or g797 or g873 or g933 or g1023 or g1164 or g1238 or g1366 or g1383 or g1426 )
g325    ( g96 or g199 or g316 or g322 or g326 or g327 or g329 or g330 or g333 or g335 or g374 or g761 or g769 or g869 or g1088 or g1194 )
g326    ( g13 or g104 or g142 or g156 or g182 or g222 or g317 or g318 or g320 or g322 or g323 or g324 or g325 or g327 or g331 or g333 or g493 or g600 or g618 or g722 or g782 or g882 or g884 or g1108 or g1144 or g1349 )
g327    ( g34 or g59 or g67 or g203 or g225 or g317 or g324 or g325 or g326 or g330 or g331 or g333 or g334 or g336 or g337 or g864 )
g328    ( g54 or g319 or g323 or g324 or g331 or g332 or g333 or g334 or g338 or g432 or g450 or g466 or g582 or g583 or g666 or g724 or g894 or g1021 or g1289 )
g329    ( g105 or g240 or g278 or g324 or g325 or g330 or g331 or g332 or g334 or g396 or g407 or g434 or g449 or g468 or g470 or g635 or g867 or g1007 or g1244 or g1440 )
g330    ( g221 or g234 or g320 or g321 or g324 or g325 or g327 or g329 or g333 or g335 or g336 or g337 or g338 or g339 or g340 or g439 or g599 or g622 or g633 or g678 or g863 or g1081 or g1091 or g1255 or g1331 or g1491 )
g331    ( g15 or g316 or g321 or g322 or g326 or g327 or g328 or g329 or g333 or g339 or g341 or g360 or g408 or g457 or g489 or g518 or g593 or g670 or g959 or g1058 or g1118 )
g332    ( g83 or g111 or g114 or g323 or g328 or g329 or g333 or g339 or g342 or g369 or g416 or g540 or g555 or g666 or g703 or g752 or g814 )
g333    ( g133 or g324 or g325 or g326 or g327 or g328 or g330 or g331 or g332 or g334 or g336 or g340 or g341 or g342 or g343 or g344 or g436 or g482 or g526 or g579 or g626 or g955 or g996 )
g334    ( g6 or g54 or g327 or g328 or g329 or g333 or g335 or g337 or g338 or g340 or g341 or g342 or g344 or g355 or g606 or g740 or g760 or g781 or g802 or g956 or g1043 or g1054 or g1074 or g1175 or g1214 )
g335    ( g52 or g167 or g243 or g266 or g325 or g330 or g334 or g336 or g337 or g338 or g339 or g342 or g351 or g362 or g484 or g641 or g644 or g666 or g872 or g1060 or g1106 or g1445 )
g336    ( g117 or g192 or g254 or g327 or g330 or g333 or g335 or g337 or g338 or g341 or g342 or g344 or g345 or g566 or g668 or g870 or g944 or g1112 or g1185 or g1245 or g1308 or g1447 )
g337    ( g106 or g126 or g235 or g327 or g330 or g334 or g335 or g336 or g340 or g342 or g343 or g345 or g346 or g347 or g650 or g762 or g771 or g1120 or g1239 or g1467 )
g338    ( g222 or g322 or g328 or g330 or g334 or g335 or g336 or g339 or g343 or g344 or g345 or g346 or g348 or g468 or g600 or g663 or g1372 or g1397 or g1495 )
g339    ( g322 or g330 or g331 or g332 or g335 or g338 or g344 or g346 or g347 or g348 or g349 or g428 or g498 or g593 or g686 or g915 or g928 or g1013 or g1264 or g1313 or g1348 or g1366 or g1399 or g1487 )
g340    ( g16 or g180 or g330 or g333 or g334 or g337 or g342 or g343 or g345 or g348 or g349 or g394 or g543 or g577 or g704 or g842 or g989 or g1145 or g1208 or g1414 )
g341    ( g96 or g331 or g333 or g334 or g336 or g346 or g347 or g348 or g349 or g351 or g367 or g371 or g563 or g861 or g1081 or g1286 or g1356 or g1421 )
g342    ( g67 or g332 or g333 or g334 or g335 or g336 or g337 or g340 or g343 or g344 or g345 or g346 or g348 or g349 or g352 or g367 or g371 or g382 or g946 or g1069 or g1077 or g1105 or g1203 or g1205 or g1420 or g1482 )
g343    ( g1 or g146 or g147 or g257 or g333 or g337 or g338 or g340 or g342 or g344 or g345 or g346 or g347 or g349 or g350 or g352 or g353 or g968 or g1138 )
g344    ( g131 or g170 or g333 or g334 or g336 or g338 or g339 or g342 or g343 or g345 or g346 or g347 or g348 or g352 or g353 or g354 or g511 or g574 or g609 or g664 or g761 or g1006 or g1235 )
g345    ( g153 or g161 or g336 or g337 or g338 or g340 or g342 or g343 or g344 or g347 or g348 or g350 or g351 or g352 or g355 or g406 or g431 or g716 or g724 or g726 or g912 or g964 or g1090 )
g346    ( g18 or g229 or g294 or g301 or g337 or g338 or g339 or g341 or g342 or g343 or g344 or g347 or g348 or g349 or g356 or g374 or g406 or g485 or g628 or g730 or g1057 or g1107 or g1285 or g1353 )
g347    ( g160 or g167 or g337 or g339 or g341 or g343 or g344 or g345 or g346 or g348 or g351 or g352 or g355 or g357 or g439 or g648 or g1109 or g1122 or g1417 or g1437 or g1447 )
g348    ( g105 or g161 or g196 or g205 or g269 or g313 or g338 or g339 or g340 or g341 or g342 or g344 or g345 or g346 or g347 or g349 or g353 or g356 or g556 or g711 or g982 or g1034 or g1051 or g1206 )
g349    ( g339 or g340 or g341 or g342 or g343 or g346 or g348 or g351 or g353 or g355 or g356 or g357 or g358 or g359 or g600 or g644 or g688 or g750 or g783 or g971 or g1076 or g1134 or g1137 or g1259 )
g350    ( g296 or g343 or g345 or g351 or g358 or g458 or g511 or g520 or g527 or g603 or g631 or g720 or g935 or g1027 or g1097 or g1296 or g1488 )
g351    ( g224 or g335 or g341 or g345 or g347 or g349 or g350 or g352 or g354 or g356 or g359 or g360 or g361 or g460 or g861 or g887 or g1013 or g1357 or g1358 or g1466 )
g352    ( g134 or g317 or g342 or g343 or g344 or g345 or g347 or g351 or g353 or g355 or g360 or g361 or g422 or g488 or g608 or g642 or g744 or g941 or g1046 or g1130 )
g353    ( g73 or g147 or g256 or g343 or g344 or g348 or g349 or g352 or g355 or g356 or g357 or g361 or g362 or g468 or g696 or g733 or g770 or g1053 or g1077 or g1172 or g1340 or g1414 )
g354    ( g23 or g95 or g171 or g233 or g242 or g344 or g351 or g356 or g358 or g360 or g361 or g405 or g454 or g492 or g498 or g1029 or g1236 or g1348 or g1389 )
g355    ( g243 or g334 or g345 or g347 or g349 or g352 or g353 or g358 or g361 or g363 or g364 or g365 or g434 or g467 or g789 or g1285 or g1393 or g1407 or g1453 or g1474 )
g356    ( g108 or g111 or g147 or g248 or g346 or g348 or g349 or g351 or g353 or g354 or g362 or g363 or g365 or g731 or g805 or g920 or g1137 or g1334 )
g357    ( g279 or g292 or g347 or g349 or g353 or g359 or g361 or g363 or g364 or g365 or g367 or g666 or g675 or g807 or g873 or g1028 or g1103 )
g358    ( g59 or g80 or g155 or g205 or g271 or g349 or g350 or g354 or g355 or g359 or g361 or g610 or g819 or g821 or g1033 or g1050 or g1316 or g1384 or g1386 )
g359    ( g200 or g349 or g351 or g357 or g358 or g360 or g361 or g362 or g363 or g367 or g369 or g639 or g695 or g879 or g1324 )
g360    ( g137 or g246 or g331 or g351 or g352 or g354 or g359 or g361 or g362 or g363 or g366 or g369 or g370 or g421 or g710 or g858 or g1077 or g1250 or g1363 or g1437 or g1467 )
g361    ( g229 or g236 or g294 or g306 or g351 or g352 or g353 or g354 or g355 or g357 or g358 or g359 or g360 or g363 or g369 or g370 or g479 or g509 or g524 or g530 or g581 or g630 or g758 or g763 or g1303 )
g362    ( g93 or g140 or g190 or g300 or g335 or g353 or g356 or g359 or g360 or g363 or g367 or g371 or g372 or g610 or g752 or g983 or g1431 or g1453 or g1461 )
g363    ( g121 or g318 or g355 or g356 or g357 or g359 or g360 or g361 or g362 or g364 or g365 or g368 or g369 or g370 or g371 or g373 or g416 or g709 or g790 or g869 or g1266 or g1470 )
g364    ( g156 or g355 or g357 or g363 or g365 or g366 or g368 or g369 or g371 or g373 or g598 or g709 or g1020 or g1483 )
g365    ( g51 or g76 or g203 or g355 or g356 or g357 or g363 or g364 or g367 or g368 or g369 or g370 or g371 or g375 or g686 or g733 or g1285 or g1500 )
g366    ( g57 or g175 or g264 or g360 or g364 or g367 or g368 or g370 or g374 or g375 or g376 or g554 or g854 or g1305 or g1341 or g1357 )
g367    ( g298 or g341 or g342 or g357 or g359 or g362 or g365 or g366 or g368 or g371 or g373 or g374 or g375 or g453 or g534 or g822 or g911 or g1019 or g1237 or g1449 )
g368    ( g239 or g363 or g364 or g365 or g366 or g367 or g369 or g370 or g372 or g378 or g619 or g730 or g886 or g892 or g900 or g1051 or g1096 or g1114 or g1243 )
g369    ( g8 or g332 or g359 or g360 or g361 or g363 or g364 or g365 or g368 or g370 or g373 or g376 or g377 or g379 or g569 or g582 or g752 or g889 or g1440 )
g370    ( g15 or g360 or g361 or g363 or g365 or g366 or g368 or g369 or g372 or g373 or g374 or g377 or g380 or g762 or g965 or g1045 or g1150 or g1160 or g1270 or g1493 )
g371    ( g341 or g342 or g362 or g363 or g364 or g365 or g367 or g372 or g373 or g375 or g381 or g616 or g642 or g654 or g778 or g873 or g979 or g1257 or g1287 or g1333 )
g372    ( g210 or g362 or g368 or g370 or g371 or g374 or g376 or g377 or g379 or g381 or g448 or g477 or g615 or g1056 or g1067 or g1076 or g1180 or g1247 )
g373    ( g193 or g363 or g364 or g367 or g369 or g370 or g371 or g375 or g377 or g379 or g381 or g383 or g748 or g955 or g1240 or g1308 or g1368 )
g374    ( g325 or g346 or g366 or g367 or g370 or g372 or g376 or g380 or g382 or g384 or g536 or g913 or g1063 or g1159 or g1375 or g1410 or g1468 )
g375    ( g10 or g168 or g365 or g366 or g367 or g371 or g373 or g376 or g377 or g378 or g380 or g381 or g383 or g429 or g451 or g1056 or g1095 or g1210 or g1244 or g1269 )
g376    ( g87 or g169 or g293 or g366 or g369 or g372 or g374 or g375 or g379 or g381 or g383 or g384 or g386 or g447 or g552 or g1019 or g1114 or g1291 or g1483 )
g377    ( g65 or g182 or g369 or g370 or g372 or g373 or g375 or g378 or g379 or g380 or g383 or g385 or g386 or g479 or g608 or g811 or g1195 or g1339 or g1409 or g1442 )
g378    ( g29 or g159 or g368 or g375 or g377 or g380 or g381 or g384 or g385 or g464 or g582 or g737 or g760 or g842 or g903 or g917 or g1025 or g1069 or g1131 or g1309 )
g379    ( g294 or g369 or g372 or g373 or g376 or g377 or g381 or g382 or g383 or g384 or g389 or g592 or g969 or g977 or g1177 or g1263 or g1461 )
g380    ( g73 or g287 or g370 or g374 or g375 or g377 or g378 or g381 or g382 or g383 or g388 or g389 or g702 or g950 or g1164 or g1352 or g1402 or g1498 )
g381    ( g83 or g270 or g315 or g371 or g372 or g373 or g375 or g376 or g378 or g379 or g380 or g387 or g390 or g396 or g440 or g601 or g637 or g678 or g844 or g960 or g984 or g1003 or g1137 or g1265 or g1273 or g1328 )
g382    ( g20 or g46 or g203 or g265 or g290 or g298 or g342 or g374 or g379 or g380 or g383 or g384 or g385 or g386 or g390 or g700 or g722 or g875 or g942 or g1248 or g1361 or g1378 )
g383    ( g373 or g375 or g376 or g377 or g379 or g380 or g382 or g384 or g385 or g388 or g389 or g393 or g498 or g518 or g542 or g636 or g689 or g736 or g1238 or g1277 or g1321 or g1443 or g1499 )
g384    ( g250 or g374 or g376 or g378 or g379 or g382 or g383 or g386 or g387 or g389 or g390 or g391 or g392 or g394 or g445 or g745 or g791 or g832 or g942 or g1225 )
g385    ( g27 or g143 or g377 or g378 or g382 or g383 or g388 or g390 or g391 or g395 or g397 or g416 or g665 or g974 or g1010 or g1253 or g1296 or g1319 or g1418 )
g386    ( g53 or g56 or g172 or g210 or g216 or g256 or g376 or g377 or g382 or g384 or g388 or g389 or g392 or g394 or g395 or g396 or g411 or g540 or g742 or g1209 )
g387    ( g132 or g381 or g384 or g389 or g390 or g394 or g396 or g448 or g659 or g701 or g807 or g1128 or g1277 or g1411 or g1437 )
g388    ( g46 or g77 or g162 or g232 or g380 or g383 or g385 or g386 or g389 or g393 or g394 or g395 or g538 or g636 or g1004 or g1123 or g1229 or g1344 or g1384 )
g389    ( g379 or g380 or g383 or g384 or g386 or g387 or g388 or g393 or g395 or g397 or g398 or g399 or g412 or g468 or g548 or g590 or g897 or g929 or g1179 or g1226 or g1255 )
g390    ( g197 or g381 or g382 or g384 or g385 or g387 or g395 or g396 or g397 or g398 or g399 or g509 or g534 or g609 or g772 or g801 or g818 or g888 or g1069 or g1491 )
g391    ( g120 or g176 or g183 or g230 or g384 or g385 or g392 or g393 or g394 or g396 or g397 or g506 or g789 or g842 or g993 or g1101 or g1135 or g1296 or g1339 or g1379 or g1461 or g1466 )
g392    ( g384 or g386 or g391 or g393 or g394 or g395 or g396 or g397 or g401 or g402 or g435 or g712 or g724 or g1056 or g1210 )
g393    ( g90 or g180 or g383 or g388 or g389 or g391 or g392 or g395 or g397 or g399 or g401 or g571 or g691 or g963 or g1107 or g1153 or g1245 or g1417 or g1419 or g1483 )
g394    ( g1 or g248 or g340 or g384 or g386 or g387 or g388 or g391 or g392 or g395 or g396 or g398 or g400 or g401 or g402 or g404 or g869 or g1083 or g1133 or g1223 or g1341 or g1386 )
g395    ( g28 or g109 or g182 or g291 or g385 or g386 or g388 or g389 or g390 or g392 or g393 or g394 or g398 or g399 or g401 or g402 or g405 or g421 or g628 or g881 or g1272 )
g396    ( g4 or g8 or g14 or g141 or g266 or g321 or g329 or g381 or g386 or g387 or g390 or g391 or g392 or g394 or g399 or g400 or g404 or g405 or g480 or g615 or g1072 or g1091 or g1349 or g1450 or g1498 )
g397    ( g42 or g385 or g389 or g390 or g391 or g392 or g393 or g398 or g400 or g405 or g406 or g407 or g466 or g594 or g650 or g878 or g890 or g1156 or g1272 )
g398    ( g212 or g217 or g281 or g306 or g389 or g390 or g394 or g395 or g397 or g399 or g404 or g407 or g408 or g416 or g615 or g734 or g866 or g901 or g1133 or g1257 or g1273 )
g399    ( g27 or g104 or g323 or g389 or g390 or g393 or g395 or g396 or g398 or g401 or g402 or g403 or g404 or g405 or g406 or g407 or g409 or g745 or g749 or g756 or g830 or g1289 or g1358 )
g400    ( g261 or g394 or g396 or g397 or g402 or g404 or g406 or g407 or g409 or g431 or g450 or g828 or g875 or g880 or g979 or g1122 or g1131 or g1311 or g1486 )
g401    ( g71 or g324 or g392 or g393 or g394 or g395 or g399 or g402 or g403 or g404 or g405 or g406 or g408 or g409 or g410 or g630 or g807 or g809 or g896 or g1237 )
g402    ( g220 or g280 or g282 or g392 or g394 or g395 or g399 or g400 or g401 or g404 or g405 or g406 or g407 or g411 or g412 or g583 or g648 or g682 or g724 or g800 or g889 or g916 or g1026 or g1193 or g1247 )
g403    ( g320 or g399 or g401 or g404 or g405 or g406 or g408 or g471 or g559 or g615 or g621 or g795 or g797 or g827 or g877 or g1051 )
g404    ( g172 or g394 or g396 or g398 or g399 or g400 or g401 or g402 or g403 or g405 or g407 or g408 or g410 or g411 or g412 or g413 or g414 or g825 or g1320 or g1329 or g1352 or g1356 or g1415 )
g405    ( g77 or g131 or g281 or g354 or g395 or g396 or g397 or g399 or g401 or g402 or g403 or g404 or g407 or g408 or g411 or g413 or g414 or g415 or g597 or g600 or g609 or g726 or g806 or g966 )
g406    ( g36 or g155 or g345 or g346 or g397 or g399 or g400 or g401 or g402 or g403 or g407 or g408 or g409 or g413 or g414 or g415 or g416 or g638 or g651 or g754 or g853 or g901 )
g407    ( g84 or g329 or g397 or g398 or g399 or g400 or g402 or g404 or g405 or g406 or g408 or g411 or g412 or g414 or g415 or g416 or g417 or g550 or g867 or g965 )
g408    ( g37 or g80 or g121 or g310 or g331 or g398 or g401 or g403 or g404 or g405 or g406 or g407 or g411 or g412 or g413 or g414 or g594 or g769 or g862 or g953 or g1111 or g1187 or g1301 or g1375 )
g409    ( g134 or g399 or g400 or g401 or g406 or g410 or g412 or g413 or g418 or g554 or g741 or g942 or g948 or g1091 or g1092 or g1229 or g1282 )
g410    ( g67 or g145 or g242 or g293 or g401 or g404 or g409 or g411 or g413 or g416 or g417 or g418 or g419 or g537 or g870 or g1003 or g1010 or g1011 or g1042 or g1145 or g1177 )
g411    ( g210 or g386 or g402 or g404 or g405 or g407 or g408 or g410 or g413 or g414 or g416 or g417 or g418 or g442 or g618 or g746 or g922 or g1008 or g1100 or g1325 or g1360 or g1453 )
g412    ( g22 or g65 or g252 or g389 or g402 or g404 or g407 or g408 or g409 or g414 or g415 or g417 or g418 or g422 or g500 or g539 or g597 or g673 or g812 or g965 or g1237 or g1290 )
g413    ( g404 or g405 or g406 or g408 or g409 or g410 or g411 or g414 or g417 or g419 or g422 or g423 or g489 or g530 or g611 or g688 or g690 or g774 or g866 or g971 or g972 or g1032 or g1066 or g1298 )
g414    ( g404 or g405 or g406 or g407 or g408 or g411 or g412 or g413 or g415 or g416 or g419 or g424 or g430 or g548 or g555 or g847 or g862 or g864 or g1026 or g1233 )
g415    ( g26 or g277 or g324 or g405 or g406 or g407 or g412 or g414 or g418 or g419 or g421 or g422 or g424 or g425 or g604 or g744 or g822 or g983 or g1105 or g1334 )
g416    ( g62 or g332 or g363 or g385 or g398 or g406 or g407 or g410 or g411 or g414 or g425 or g592 or g1147 or g1329 or g1346 )
g417    ( g51 or g215 or g407 or g410 or g411 or g412 or g413 or g420 or g422 or g423 or g426 or g767 or g796 or g839 or g996 or g1054 or g1186 or g1285 or g1345 )
g418    ( g409 or g410 or g411 or g412 or g415 or g421 or g422 or g423 or g425 or g426 or g427 or g607 or g608 or g624 or g678 or g1004 or g1107 or g1175 or g1237 or g1322 or g1354 or g1356 )
g419    ( g28 or g92 or g147 or g290 or g410 or g413 or g414 or g415 or g420 or g423 or g424 or g442 or g662 or g799 or g812 or g1037 or g1088 or g1431 )
g420    ( g1 or g268 or g306 or g315 or g417 or g419 or g424 or g425 or g426 or g428 or g429 or g430 or g473 or g823 or g1028 or g1079 or g1084 or g1387 or g1450 )
g421    ( g54 or g104 or g360 or g395 or g415 or g418 or g422 or g424 or g426 or g427 or g431 or g472 or g564 or g662 or g1091 )
g422    ( g95 or g352 or g412 or g413 or g415 or g417 or g418 or g421 or g427 or g429 or g430 or g448 or g915 or g985 or g989 or g1035 or g1055 or g1350 or g1472 )
g423    ( g135 or g156 or g185 or g269 or g413 or g417 or g418 or g419 or g426 or g427 or g430 or g431 or g530 or g758 or g774 or g970 or g1141 )
g424    ( g414 or g415 or g419 or g420 or g421 or g425 or g426 or g427 or g428 or g429 or g430 or g431 or g433 or g434 or g657 or g823 or g905 or g923 or g1145 or g1278 )
g425    ( g124 or g163 or g188 or g199 or g240 or g415 or g416 or g418 or g420 or g424 or g428 or g431 or g435 or g659 or g725 or g1400 )
g426    ( g117 or g133 or g139 or g417 or g418 or g420 or g421 or g423 or g424 or g428 or g429 or g431 or g434 or g435 or g436 or g518 or g821 or g831 or g893 or g1011 or g1126 )
g427    ( g91 or g275 or g418 or g421 or g422 or g423 or g424 or g428 or g429 or g430 or g431 or g433 or g434 or g509 or g693 or g740 or g1077 or g1207 or g1435 )
g428    ( g85 or g189 or g339 or g420 or g424 or g425 or g426 or g427 or g429 or g433 or g434 or g436 or g438 or g510 or g697 or g828 or g1010 or g1065 or g1304 )
g429    ( g179 or g184 or g246 or g271 or g375 or g420 or g422 or g424 or g426 or g427 or g428 or g430 or g431 or g433 or g435 or g437 or g439 or g493 or g717 or g766 or g926 or g1152 or g1332 or g1358 )
g430    ( g17 or g297 or g414 or g420 or g422 or g423 or g424 or g427 or g429 or g431 or g434 or g435 or g436 or g437 or g439 or g440 or g454 or g508 or g595 or g710 or g765 or g1151 or g1167 or g1367 )
g431    ( g4 or g81 or g345 or g400 or g421 or g423 or g424 or g425 or g426 or g427 or g429 or g430 or g433 or g435 or g437 or g439 or g679 or g893 or g1021 or g1079 or g1102 or g1141 or g1187 or g1217 or g1486 )
g432    ( g53 or g292 or g298 or g314 or g328 or g434 or g437 or g438 or g439 or g473 or g478 or g708 or g770 or g1387 )
g433    ( g186 or g283 or g295 or g424 or g427 or g428 or g429 or g431 or g435 or g436 or g439 or g441 or g443 or g782 or g812 or g855 or g1386 or g1434 or g1489 )
